Player.x,Team.x,Season.x,pos,Age.x,GP.x,W.x,L.x,Min.x,Offrtg,Defrtg,Netrtg,Ast_Pct,Ast_TO,Ast_Ratio,OREB_Pct,DREB_Pct,REB_Pct,To_Ratio,EFG_Pct,TS_Pct,USG_Pct,Pace,PIE,Screen_Assists,Screen_Assists_Pts,Deflections,Off_loose_balls_recovered,Def_loose_balls_recovered,loose_balls_recovered,Off_loose_balls_recovered_pct,Def_loose_balls_recovered_pct,Charges_drawn,Contested_2p_shots,Contested_3p_shots,Contested_shots,Pts_of_TOV,Second_pts,FBPS,PITP,OPP_pts_off_TO,OPP_Second_pts,OPP_FBPS,OPP_PITP,BLK,BLKA,PF,PFD,mp,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,Salary,All_Star,FGM_0_8,FGA_0_8,FG._0_8,FGM_8_16,FGA_8_16,FG._8_16,FGM_16_24,FGA_16_24,FG._16_24,FGM_24_plus,FGA_24_plus,FG._24_plus,FGM_backcourt,FGA_backcourt,FG._backcourt
Cristiano Felicio,CHI,2017,C,24,66,31,35,15.8,103.5,104.1,-0.7,6.1,1.21,11.9,11.4,17.6,14.5,9.8,57.9,60.3,12.4,96.43,10,2,4.4,0.6,0,0,0.5,0,0,0,4.6,1,5.5,0.6,1.7,0.5,3.6,5.4,3.5,4.2,14.5,0.3,0.3,1.7,1.1,1040,15.3,0.603,0,0.421,12.8,19.5,16.1,5.7,1.2,1.3,11.2,12.4,2.1,1.3,3.4,0.158,-0.6,0.6,0,0.5,874636,0,1.8,2.8,63.6,0,0.1,33.3,0.1,0.4,28.6,0,0,0,0,0,0
D.J. Augustin,ORL,2017,PG,29,78,29,49,19.7,95.5,110.1,-14.6,23.7,2.32,23.7,0.9,6.7,3.7,10.2,46.9,52.4,19.4,96.65,8,0.3,0.8,0.7,0,0,0.7,0,0,0.12,1.3,1.8,3.1,1.4,0.4,1,1.6,7.1,5.6,5.5,18.2,0,0.4,1.3,1.8,1538,11,0.524,0.53,0.311,1,7.4,4.1,20.4,1,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-0.9,-3.3,-4.2,-0.9,7250000,0,0.7,1.6,45.5,0.2,0.6,33.3,0.4,1,39,1.2,3.4,35.3,0,0.1,0
Dahntay Jones,CLE,2017,SF,36,1,0,1,12,125,109.5,15.5,20,1,9.1,6.7,7.7,7.1,9.1,37.5,46.1,41.7,82,7.6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,4,3,2,0,10,0,1,1,3,12,14.7,0.461,0.25,0.5,9.5,8.9,9.2,14.5,0,0,9.3,39.9,0,0,0,-0.03,-3.8,-7.1,-10.9,0,24022,0,2,4,50,0,1,0,1,1,100,0,2,0,0,0,0
Damian Jones,GSW,2017,C,22,10,7,3,8.5,89.1,106.4,-17.2,0,0,0,10.1,19.2,14.2,22.2,50,46.6,13.5,98.16,1.6,0.9,1.9,0.5,0,0,0.1,0,0,0,2.4,0.7,3.1,0.2,0.9,0,1.4,4.6,1.8,4.9,8.8,0.4,0.1,1.5,0.6,85,5.3,0.466,0,0.625,12.4,17,14.8,0,0.6,3.7,22.7,13.4,-0.1,0.1,0,0.018,-7.5,-2.1,-9.6,-0.2,1171560,0,0.7,0.9,77.8,0,0,0,0.1,0.8,14.3,0,0,0,0,0,0
Damian Lillard,POR,2017,PG,26,75,38,37,35.9,111.8,110.4,1.4,27.7,2.23,18.8,1.7,11.8,6.7,8.4,51.6,58.6,30.4,98.21,15.9,0.2,0.4,2.1,0,0,1.1,0,0,0.15,3.5,2.6,6.1,3.5,1.6,2.5,8.6,11.3,9.6,9.9,32.6,0.3,1.3,2,5.6,2694,24.1,0.586,0.389,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,8.8,1.5,10.4,0.185,6.4,-2,4.3,4.3,24328425,0,3.8,7.1,53.6,0.9,2.3,40.1,1.2,2.7,45.3,2.9,7.7,37.1,0,0,0
Damjan Rudez,ORL,2017,SF,31,45,12,33,7,95,107.2,-12.2,10.1,2.22,17.1,1.4,7.1,4,7.7,46.6,46.6,13.4,98.28,3.6,0.4,0.8,0.4,0,0,0.1,0,0,0,0.9,0.7,1.6,0.2,0.1,0.1,0.1,1.8,1.7,1.2,6.5,0,0,0.7,0.1,314,6.3,0.466,0.727,0,1.7,7.1,4.3,9.2,1.9,0.3,9.3,13.6,-0.1,0.2,0.1,0.008,-2.8,-1.9,-4.6,-0.2,980431,0,0.1,0.1,60,0.1,0.1,50,0.1,0.4,40,0.5,1.5,31.3,0,0,0
D'Angelo Russell,LAL,2017,PG,21,63,21,42,28.7,105.2,114.3,-9.1,26.9,1.72,21.2,1.6,10.8,6,12.3,48.3,51.8,26.4,100.24,9.9,0.3,0.7,2.6,0,0,0.9,0,0,0.02,3,2.4,5.4,2.8,1.4,1.7,4.3,9.9,8.1,10.3,29.5,0.3,0.6,2.1,2.3,1811,15.3,0.518,0.443,0.217,1.8,11.9,6.7,26.8,2.3,0.7,15.6,26.6,0.3,1,1.3,0.033,1.1,-1.6,-0.5,0.7,5332800,0,1.8,3.5,51.8,0.8,2.1,37.1,0.9,2.1,40.6,2.1,6,35.6,0,0.1,0
Daniel Ochefu,WAS,2017,C,23,19,12,7,3.9,94.2,115.1,-21,7,1,8.8,6.5,25.8,15.4,8.8,44.4,43,17.7,98.05,4.5,0.4,0.8,0.3,0,0,0.1,0,0,0,1.3,0.3,1.6,0.1,0.3,0,1.2,1.3,1.5,0.9,3.9,0,0.2,0.9,0.2,75,6.6,0.43,0,0.074,7.6,25.4,16.5,5.8,1.3,0,9.7,18,-0.1,0.1,0,0.005,-6.5,-1.9,-8.4,-0.1,543471,0,0.6,1.2,47.6,0.2,0.5,40,0,0.1,0,0,0,0,0,0,0
Danilo Gallinari,DEN,2017,SF,28,63,31,32,33.9,113.9,110.5,3.4,9,1.65,11.9,1.8,13,7.5,7.2,53.1,62.2,19.8,99.27,11.4,0.3,0.7,1.1,0,0,0.8,0,0,0.13,4.6,3.4,8,1.9,1.9,2.2,4.1,12,8.6,9.9,33.7,0.2,0.4,1.5,4.6,2134,17.4,0.622,0.432,0.516,2,14.7,8.4,9.1,0.9,0.5,8.2,20,6.2,0.7,6.8,0.154,2.9,-2.1,0.8,1.5,15050000,0,2,3.2,61.1,0.4,1.3,33.3,0.9,2.3,40.8,2,5.1,38.9,0,0,0
Danny Green,SAS,2017,SG,30,68,51,17,26.6,109.7,101.7,8,9.7,1.63,18.7,1.8,10.4,6.2,11.4,52.3,53.7,13.5,93.9,6.9,0.2,0.4,2.6,0,0,0.5,0,0,0.03,4.5,3,7.5,1.1,0.9,1.1,1.3,7.6,7.1,6.8,21.9,0.8,0.2,1.8,0.6,1807,10.1,0.537,0.693,0.071,2,11.8,7,9.6,2,2.6,14.1,13.5,0.4,3,3.4,0.09,-0.3,2.7,2.4,2,1.00E+07,0,0.5,1.1,51.4,0.1,0.5,23.5,0.2,0.5,40.6,1.7,4.5,38.2,0,0,0
Dante Cunningham,NOP,2017,PF,30,66,28,38,25,105.8,106.6,-0.7,3.1,1.32,8.5,3.4,12.9,8.2,6.4,58.4,58.6,10.7,99.59,6.8,0.6,1.5,1.2,0,0,0.6,0,0,0,4.9,3,7.9,0.9,0.8,1.1,2.5,7.5,5.6,7.2,23.1,0.4,0.3,1.5,0.4,1649,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.2,1.2,1.4,7,10.7,1.4,1.6,3,0.088,-1.3,0.8,-0.5,0.6,3.00E+06,0,1.2,1.9,64,0.1,0.3,35.3,0.3,0.5,47.2,1.1,2.7,38.9,0,0,0
Dante Exum,UTA,2017,PG,21,66,40,26,18.6,102.7,102.1,0.6,14.4,1.39,18.9,2.6,8.2,5.5,13.7,48.8,52.1,17.6,94.55,5.4,0.2,0.5,0.8,0,0,0.7,0,0,0.03,2.6,1.8,4.5,1.2,0.6,0.7,3.2,6.3,4,4.4,15.7,0.2,0.4,2.2,1.4,1228,8.5,0.521,0.41,0.201,2.9,9.3,6.2,14.1,0.9,0.8,16.8,18.1,-0.1,1.3,1.2,0.046,-2,-0.5,-2.5,-0.1,3940320,0,1.5,2.8,53.2,0.1,0.2,50,0,0.2,30,0.7,2.2,29.9,0,0.1,0
Danuel House Jr.,WAS,2017,SG,24,1,0,1,0.8,0,0,0,0,0,0,0,100,50,0,0,0,0,87.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.2,0,0,0,0,100,56.4,0,0,0,0,0,0,0,0,0.163,-16.4,-4.4,-20.8,0,543471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dario Saric,PHI,2017,PF,23,81,28,53,26.3,100.6,106.8,-6.2,14.5,0.99,13.1,5.1,18.3,11.7,13.2,46.8,50.8,24,101.06,10.3,1,2.4,1.1,0,0,0.9,0,0,0.01,6,2.3,8.3,2.3,1.7,1.4,5.5,10.3,7.5,8.2,23.9,0.4,0.9,2,2.4,2129,12.8,0.508,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,-1.2,2.2,1,0.023,-2,-0.2,-2.2,-0.1,2318280,0,2.6,4.8,54.1,0.3,0.8,44.3,0.5,1.7,27.7,1.3,4.2,30.9,0,0,0
Darrell Arthur,DEN,2017,PF,29,41,20,21,15.6,108.2,109.7,-1.5,9.9,1.17,13.9,3.8,13.3,8.6,11.9,56.5,58.3,17.6,99.56,7.7,1.2,3,1.3,0,0,0.5,0,0,0.02,3.9,1.3,5.3,0.4,0.6,0.4,1,5.7,4,3.9,14.7,0.5,0.1,1.9,0.5,639,12.8,0.583,0.544,0.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,0.6,0.4,1.1,0.081,0.3,-0.6,-0.3,0.3,8070175,0,0.4,0.9,50,0.2,0.5,44.4,0.4,1.1,36.4,1.3,2.9,45.3,0,0,0
Darren Collison,SAC,2017,PG,29,68,26,42,30.3,107.6,111.2,-3.6,24.3,2.74,25.9,1.2,6.6,3.9,9.5,52.7,57,19.5,95.26,10,0.3,0.6,2,0,0,0.9,0,0,0.03,2,2.4,4.4,2.3,1,2.1,4.4,10,7.4,9,25.9,0.1,0.5,1.8,1.8,2063,15.3,0.57,0.245,0.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,0.091,0.8,-2.3,-1.5,0.3,5229454,0,2,3.8,53.7,0.6,1.3,45.6,1.3,2.9,45.9,1.1,2.6,41.7,0,0,0
Darrun Hilliard,DET,2017,SG,24,39,19,20,9.8,100.7,100.1,0.5,13.3,1.18,16.6,0.5,8.2,4.3,14.1,42.1,45.9,19.1,96.19,3.9,0.1,0.1,0.5,0,0,0.2,0,0,0.05,1.1,0.8,1.9,0.5,0.2,0.4,0.9,2.6,1.5,2.3,7.4,0.1,0.2,1,0.7,381,5.9,0.459,0.365,0.222,0.6,9.2,4.7,12.3,1.5,0.4,16.8,19.3,-0.6,0.4,-0.2,-0.027,-5,-1.1,-6.1,-0.4,874636,0,0.4,0.7,48.1,0.2,0.5,47.1,0.4,1.1,38.9,0.3,1.2,26.1,0,0,0
David Lee,SAS,2017,PF,34,79,58,21,18.7,109.8,99.5,10.3,12.6,1.51,18.4,10.6,18.9,14.9,12.2,59,61.3,16.1,98.36,12.6,1.6,3.7,0.7,0,0,0.5,0,0,0.04,4.8,1.9,6.6,0.8,1.6,0.8,5.5,5.8,4.5,4.9,15.9,0.5,0.5,1.6,1.1,1477,18.5,0.613,0,0.269,11.7,21.9,16.9,13,1.1,2.2,14.9,16.9,3.2,2.5,5.7,0.186,0.7,2.5,3.2,1.9,1551659,0,2.7,4.3,63.8,0.3,0.7,42.3,0.1,0.4,35.5,0,0,0,0,0,0
David Nwaba,LAL,2017,SG,24,20,5,15,19.9,103.3,101.9,1.3,4.8,1.27,11.4,4.2,11.4,7.8,8.9,58.6,61.1,11.8,99.99,7.6,0.3,0.8,1.4,0,0,0.7,0,0,0,3.8,2.6,6.4,2.3,1,1.9,4.5,7.9,3.9,7.1,17.2,0.4,0.5,1.8,1.4,397,12.2,0.611,0.062,0.481,4.5,13.1,8.7,5,1.6,1.4,10.1,11.8,0.6,0.2,0.8,0.091,-1.7,-0.3,-1.9,0,73528,0,2.3,3.5,64.3,0,0.2,0,0.1,0.2,33.3,0.1,0.2,25,0,0,0
David West,GSW,2017,C,36,68,56,12,12.6,107.1,98.6,8.5,26,1.94,29.8,6.3,16.9,12.1,15.4,54.2,57.1,19.1,97.12,12.3,1.3,2.8,1.3,0,0,0.3,0,0,0.01,4.8,1,5.9,0.6,0.5,0.3,2.2,3.9,3.2,3.2,11.4,0.7,0.1,1.5,1.1,854,16.6,0.571,0.032,0.222,6.5,18.8,13,24.1,2.4,4.4,22,17.9,0.9,1.7,2.6,0.148,-1.7,3.9,2.2,0.9,1551659,0,1,1.6,62.5,0.2,0.5,36.1,0.7,1.4,51,0,0.1,42.9,0,0,0
Davis Bertans,SAS,2017,PF,24,67,51,16,12.1,104.8,99.2,5.6,8.4,1.44,14.2,2.7,9.3,6,9.8,58.8,60.9,14.8,98.7,7.7,0.6,1.4,0.6,0,0,0.3,0,0,0.04,3.3,1.1,4.3,0.6,0.4,0.6,0.8,4.2,3.1,2.5,10.4,0.4,0.1,1.1,0.6,808,12.9,0.609,0.739,0.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,1.2,0.6,1.8,0.8,543471,0,0.4,0.6,65,0,0.1,25,0.1,0.2,46.2,1.1,2.6,40.1,0,0,0
DeAndre' Bembry,ATL,2017,SF,22,38,20,18,9.8,99.5,103.3,-3.8,12.3,1.75,18.9,3.7,12,7.8,10.8,48.5,48.1,14.4,97.36,7.2,0.2,0.4,0.7,0,0,0.2,0,0,0,1.2,0.9,2,0.2,0.3,0.6,2.2,2.8,2.6,2.9,8.2,0.1,0.4,0.6,0.6,371,8.8,0.481,0.184,0.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,-0.1,0.4,0.3,0.038,-4.4,0.1,-4.3,-0.2,1499760,0,1.1,1.9,60,0.1,0.3,30,0.1,0.2,80,0,0.5,5.9,0,0.1,0
DeAndre Jordan,LAC,2017,C,28,81,51,30,31.7,114.7,105.8,8.9,5.4,0.83,9.8,12.2,30.5,21.7,11.7,71.4,67.3,15.2,97,15,5.5,12.4,1.2,0,0,0.6,0,0,0,8.5,2,10.5,1.6,3.3,1.3,10.2,9.9,8.2,9.8,26.7,1.7,0.3,2.6,4.1,2570,21.8,0.673,0.003,0.737,13.3,34.6,24.2,5.7,1,4.3,13.1,15.3,7.2,4.6,11.8,0.221,1,3,4.1,3.9,21165675,1,5.1,7.1,71.9,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Liggins,DAL,2017,SG,29,62,40,22,12.5,107.8,104.2,3.6,9.7,1.29,21.2,2.6,11.2,6.9,16.5,44.7,47.6,11.3,97.78,4.6,0.1,0.3,1.6,0,0,0.4,0,0,0.06,1.5,1.2,2.7,0.4,0.3,0.4,1.1,4.6,3.1,3.9,11.5,0.2,0.3,1.3,0.8,777,7.5,0.476,0.324,0.282,2.9,12.2,7.7,9.2,3,1.5,20.8,11.6,-0.4,0.9,0.5,0.031,-3.9,1.8,-2.1,0,1015695,0,0.6,1.3,46.7,0,0.1,0,0.1,0.3,20,0.3,0.7,38.6,0,0.1,0
Dejounte Murray,SAS,2017,PG,20,38,29,9,8.5,100.2,100.5,-0.3,23.6,1.26,22.2,2,10.6,6.6,17.6,47,50.3,23,97.42,7.5,0.1,0.1,0.8,0,0,0.1,0,0,0,1,0.9,1.9,0.7,0.2,0.6,2.1,2.7,2.2,1.6,7.2,0.2,0.2,0.8,0.7,322,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0,0.004,-4.6,-0.2,-4.8,-0.2,1180080,0,1,2,50,0.2,0.6,31.6,0,0.2,16.7,0.3,0.7,39.1,0,0,0
Delon Wright,TOR,2017,PG,25,27,19,8,16.5,104.9,95.7,9.2,20.4,2.28,25.4,3.6,7.3,5.4,11.2,46.6,53.5,16.3,94.78,10.5,0.2,0.5,2.4,0,0,0.7,0,0,0.11,2,1.7,3.7,1.3,0.5,1,2.8,5.4,3.6,3,11.6,0.4,0.5,1.1,1.7,446,15,0.535,0.259,0.474,4.1,8.1,6.1,18.2,3.1,2.1,15.1,16.6,0.5,0.6,1.1,0.117,-0.1,1.2,1.1,0.4,1577280,0,1.3,2.5,50.7,0.2,0.5,38.5,0,0.2,0,0.4,1.1,33.3,0,0,0
DeMar DeRozan,TOR,2017,SG,27,74,47,27,35.4,111.3,108.7,2.5,20.4,1.61,12.6,2.7,11.9,7.4,7.8,47.7,55.2,33.7,96.43,15.5,0.1,0.2,1.9,0,0,1.2,0,0,0.04,1.9,2.4,4.3,3.5,1.9,2.5,10.3,11.1,10.1,8.9,31.7,0.2,1.2,1.8,5.5,2620,24,0.552,0.08,0.419,3,13.6,8.3,20.6,1.5,0.4,9,34.3,6.7,2.4,9,0.166,2.4,-1.5,0.9,1.9,26540100,1,3.9,6.8,56.5,2.9,5.9,49.9,2.5,6.5,38.5,0.4,1.6,27.3,0,0,0
DeMarcus Cousins,NOP,2017,C,26,72,30,42,34.2,108.6,109.5,-0.9,26.2,1.23,14.4,6.4,27.3,16.7,11.6,49.8,56.2,35.9,96.04,17.8,1.9,4.3,3.4,0,0,1.2,0,0,0.35,9,3,12,3.6,3.1,1.3,11.8,11.5,8,10.8,27.9,1.3,1.5,3.9,8.2,2465,25.8,0.562,0.253,0.468,7,29.2,18.2,25.8,2,3.4,13.5,36.5,3.9,3.8,7.6,0.149,3.9,2.6,6.6,5.3,15756438,1,5.7,10.7,53.5,0.4,1.4,31.1,1,2.8,37.2,1.8,5,36.6,0,0.1,0
DeMarre Carroll,TOR,2017,SF,30,72,44,28,26.1,110.6,107.8,2.8,5.6,1.37,10.1,3.4,11.3,7.4,7.4,49.9,53,15.4,95.62,7.1,0.5,1.1,2.4,0,0,0.7,0,0,0.04,3.8,3.1,6.9,1.7,1.3,1.6,2.5,8.2,7.1,6.2,23.3,0.4,0.4,2,1.4,1882,11.9,0.53,0.582,0.213,3.8,12.7,8.3,5.7,2.2,1.2,8.2,15.6,1.7,2.1,3.8,0.097,0.7,0.4,1,1.4,14200000,0,1.2,2.1,55.6,0.1,0.5,27.8,0.2,0.6,39,1.5,4.4,34.4,0,0,0
Demetrius Jackson,BOS,2017,PG,22,5,1,4,3.4,105.6,108.8,-3.3,30,0,30,9.1,11.8,10.3,0,87.5,75.3,15.9,98.75,19.4,0,0,0.2,0,0,0,0,0,0,0.4,0.4,0.8,0.6,0,0.4,0.4,0.4,1.2,0,2,0,0,0,0.8,17,30.8,0.753,0.25,1.5,13.2,13,13.1,28.2,0,0,0,17.3,0.1,0,0.1,0.386,9.2,-2.8,6.3,0,1450000,0,0.3,0.3,100,0,0,0,0.5,1,50,0.3,0.3,100,0,0,0
Dennis Schroder,ATL,2017,PG,23,79,42,37,31.5,105.3,106.8,-1.5,34,1.93,24,1.7,7.9,4.8,12.4,49.3,53.3,27.2,98.74,11.7,0.3,0.7,1.6,0,0,1.2,0,0,0.16,2.9,2.5,5.5,3,1.3,1.8,7.9,11.6,9.3,9.1,26.3,0.2,1.4,1.9,2.9,2485,16.1,0.533,0.242,0.21,1.9,9,5.5,35.5,1.5,0.6,16.3,27.8,1.2,2.5,3.7,0.071,0.7,-1.4,-0.7,0.8,2708582,0,3.8,7.2,52.1,0.7,1.9,39.2,1.2,2.6,46,1.3,3.7,34.2,0,0,0
Denzel Valentine,CHI,2017,SG,23,57,28,29,17.1,104,104.8,-0.7,9.5,1.29,15.4,1.1,14.3,7.5,12,48.1,49.2,15.3,97.74,5.8,0.1,0.2,1,0,0,0.4,0,0,0.02,1.8,1.5,3.3,0.9,0.5,0.7,0.7,5.6,4.2,5,16.4,0.1,0.1,1.5,0.3,976,7.3,0.492,0.722,0.063,1.2,15.6,8.3,9.3,1.5,0.6,14.2,15.4,-0.5,1.1,0.6,0.031,-2.4,-0.3,-2.7,-0.2,2092200,0,0.3,0.7,35.7,0.1,0.3,44.4,0.1,0.4,30,1.3,3.7,35.3,0,0,0
Deron Williams,CLE,2017,PG,33,64,25,39,25.9,105.1,107.5,-2.4,35,2.61,31.7,0.9,8.6,4.6,12.1,50.9,54.1,21.9,94.11,10,0.7,1.6,1.3,0,0,0.6,0,0,0.09,3,2.4,5.5,1.5,0.5,0.7,2.9,8.1,5.6,6.4,21.6,0.1,0.4,2.2,1.8,1657,14,0.541,0.39,0.182,0.9,9.4,5.1,35.9,1,0.4,17.6,22.1,1.5,0.9,2.4,0.069,0.2,-2.4,-2.3,-0.1,14885520,0,1.2,2.3,51.4,0.6,1.4,46,1,2,47.3,1.3,3.6,36.5,0,0,0
Derrick Favors,UTA,2017,PF,25,50,33,17,23.7,104.2,101.5,2.6,7.9,0.93,9.6,8.3,18.5,13.5,10.3,49,51.2,20.4,93.52,10.8,3,6.7,1.9,0,0,0.8,0,0,0,7.4,1.7,9.2,1,1.4,0.2,5.8,7.2,4.8,5.5,19.1,0.8,0.6,2.1,1.8,1186,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2,2.7,11.4,20.7,0.5,2.2,2.7,0.109,-2.4,2.3,-0.1,0.6,11050000,0,2.5,4.4,56.8,0.9,2,45,0.6,1.7,34.1,0.1,0.2,30,0,0,0
Derrick Jones Jr.,PHX,2017,SF,20,32,7,25,17,108.5,104.3,4.2,3,0.92,7.3,6.8,6.8,6.8,7.9,57.4,60.4,11.7,102.31,6,0.2,0.3,0.8,0,0,0.3,0,0,0.03,2.5,1.6,4.1,1.2,1.4,1.3,3.8,5.7,5.1,4.7,16.3,0.4,0.2,2,1,545,12,0.604,0.091,0.339,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-0.5,-0.6,-1.1,0.1,543471,0,1.9,2.8,67,0.1,0.4,36.4,0.1,0.4,18.2,0.1,0.4,27.3,0,0,0
Derrick Rose,NYK,2017,PG,28,64,26,38,32.5,108.8,113,-4.2,21.6,1.93,18.6,3,8.2,5.6,9.7,47.7,53,25.4,97.69,11.2,0.4,0.8,1.4,0,0,1.2,0,0,0.06,3.1,2.6,5.7,2.1,1.4,3.1,10.1,11.2,10.6,10.1,32.2,0.3,1.3,1.3,2.9,2082,17,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3,0.068,0.2,-2.2,-1.9,0,21323252,0,4.5,8.7,52.3,1.2,3,41.3,1.2,2.7,45.7,0.2,0.9,23.6,0,0.1,0
Derrick Williams,CLE,2017,PF,26,50,16,34,16.1,103.8,108.2,-4.4,5.4,1,8.2,2.4,13.2,7.9,8.2,50.4,53.7,17.5,96.53,7.4,0.8,1.8,0.5,0,0,0.3,0,0,0.04,2.6,1.7,4.4,0.8,0.5,1.1,2.2,5.1,4.4,3.5,15.7,0.1,0.4,1.2,1.4,377,10.1,0.465,0.328,0.365,4.7,16.9,10.7,5.6,1.2,1,8.1,20.4,-0.1,0.4,0.3,0.038,-3.8,-1.4,-5.2,-0.3,5020145,0,1.1,2,55.1,0.2,0.4,50,0.3,0.6,48.3,0.6,2,31.3,0,0,0
Devin Booker,PHX,2017,SG,20,78,24,54,35,107.7,111.6,-3.9,16,1.11,12.6,1.6,7.3,4.4,11.3,47.5,53.1,28,101.87,8.9,0.4,0.9,1.6,0,0,0.9,0,0,0.01,3.2,3.2,6.4,4,1.6,5,6.7,13.8,10,12.1,32.8,0.3,1.2,3.1,4.6,2730,14.6,0.531,0.283,0.308,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2,0.035,0.4,-2.7,-2.3,-0.2,2223600,0,2.7,5.3,51.3,1.6,3.7,43,1.6,4.2,38,1.9,5.2,36.5,0,0,0
Devin Harris,DAL,2017,PG,34,65,29,36,16.7,105.2,102.5,2.7,19.7,2.39,23,1,11.1,6,9.6,48.4,54.9,19.1,95.99,9.5,0.3,0.6,1.3,0,0,0.5,0,0,0.18,1.1,1.3,2.4,1.4,0.5,1,1.9,4.9,4.5,4.9,13.5,0.1,0.3,1.6,2.1,1087,13.8,0.549,0.519,0.378,1.1,13,6.8,20,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4,4227996,0,0.9,1.9,49.6,0.1,0.2,41.7,0.2,0.5,41.9,0.9,2.6,34.1,0,0.2,0
Dewayne Dedmon,SAS,2017,C,27,76,55,21,17.5,106,98,8,4.9,0.72,10.9,10,26.6,18.6,15.2,62.2,64.5,11.8,95.64,12.4,1.7,3.8,1,0,0,0.5,0,0,0.01,6.6,1.5,8.1,1,1.5,0.4,4,5.7,4.2,4.2,13.2,0.8,0.3,2.4,1.3,1330,16,0.645,0,0.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,2.3,3,5.2,0.189,-1.6,3.2,1.7,1.2,2898000,0,2,3,64.8,0.1,0.2,38.9,0.1,0.1,45.5,0,0,0,0,0,0
Deyonta Davis,MEM,2017,C,20,36,23,13,6.6,95.8,102.2,-6.4,1.5,0.25,3.1,7.7,15.7,11.7,12.5,51.1,52.8,11.3,97.49,6,0.6,1.5,0.3,0,0,0.1,0,0,0,2.2,0.5,2.7,0.4,0.3,0,1.3,2.2,1.7,2.1,4.2,0.5,0,1.1,0.5,238,10.6,0.528,0,0.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12,0.1,0.4,0.5,0.097,-5.4,1.8,-3.7,-0.1,1369229,0,0.7,1.1,62.2,0,0,0,0,0.3,11.1,0,0,0,0,0,0
Diamond Stone,LAC,2017,C,20,7,6,1,3.5,54.9,107.8,-52.9,0,0,0,3.6,18.5,10.9,11.8,23.1,33.9,30.9,100.93,-1.4,0,0,0.1,0,0,0,0,0,0,1.3,0.6,1.9,0,0,0,0.3,2.3,1,1.4,3.4,0.1,0.4,0.7,0.3,24,-1.2,0.339,0,0.308,4.8,22.7,14,0,0,3.4,11.9,31.3,-0.1,0,-0.1,-0.211,-17.3,-6.8,-24.1,-0.1,543471,0,0.2,1,20,0,0.8,0,0.3,0.6,50,0,0,0,0,0,0
Dion Waiters,MIA,2017,SG,25,46,27,19,30.1,108.1,105.5,2.6,23.4,1.94,19.6,1.3,9.5,5.4,10.1,48.8,50.7,26,96.57,10,0.2,0.5,2,0,0,0.7,0,0,0,4.3,2.9,7.2,2.3,1.3,2.1,5.8,8.8,7.7,7.2,27.3,0.4,0.9,2.1,2.5,1384,14.5,0.507,0.324,0.192,1.4,10.9,6.1,23.8,1.5,1.1,12.5,26.3,0.2,1.5,1.6,0.057,-0.1,-0.8,-0.9,0.4,2898000,0,2.8,5.8,47.7,0.3,1,25,1.2,2.9,42.5,1.8,4.6,39.9,0,0.1,0
Dirk Nowitzki,DAL,2017,PF,39,54,23,31,26.4,103.7,105,-1.3,9.9,1.61,9.6,1.6,23.8,12.6,6,49.5,52.9,24.6,97.23,12.4,3.1,7.2,1.3,0,0,0.4,0,0,0,6,1.8,7.8,1.9,0.8,0.5,2.1,7.6,6.1,8.5,22.3,0.7,0.2,2.1,2.2,1424,17,0.529,0.308,0.165,1.8,28.3,14.4,10.6,1.1,2.4,6.6,25.8,0.6,1.9,2.5,0.084,-1.6,0.3,-1.3,0.2,2.50E+07,0,0.6,1.2,54,1.4,3,47.2,2,4.5,43.6,1.5,3.9,37.8,0,0,0
