"","isSeasonCurrent","slugSeason","yearSeason","urlSeasonBREF","nameTeam","isPlayoffTeam","winsTeam","lossesTeam","winsPythagTeam","lossesPythagTeam","marginVictoryTeam","ratioFTtoFGATeam","ratioFTtoFGAOpponent","nameArena","attendanceArenaTeam","attendancePerGameTeam","slugTeamBREF","urlBREFTeamData","idTeamNBA","urlThumbnailTeam","ageMeanMisc","ratingStrengthOfScheduleMisc","ratingSimpleSystemMisc","ortgTeamMisc","drtgTeamMisc","nrtgTeamMisc","paceTeamMisc","pctFTRateMisc","pct3PRateMisc","pctTrueShootingeTeamMisc","pctEFGTeamMisc","pctTOVTeamMisc","pctORBTeamMisc","pctEFGTeamOppMisc","pctTOVOpponentMisc","pctDRBOpponentMisc"
"18",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Phoenix Suns",FALSE,39,43,38,44,-0.9,0.191,0.221,"US Airways Center",693862,16923,"PHO","https://www.basketball-reference.com/teams/PHO/2015.html",1610612756,"https://stats.nba.com/media/img/teams/logos/PHX_logo.svg",25.7,0.52,-0.38,105.3,106.2,-0.9,96.3,0.251,0.291,0.537,0.501,13.7,24.5,0.497,14,73.5
"19",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Boston Celtics",TRUE,40,42,41,41,0.16,0.176,0.208,"TD Garden",721350,17594,"BOS","https://www.basketball-reference.com/teams/BOS/2015.html",1610612738,"https://stats.nba.com/media/img/teams/logos/BOS_logo.svg",25,-0.56,-0.4,104.7,104.5,0.2,95.8,0.233,0.28,0.523,0.489,12.5,24.7,0.494,13.7,75
"20",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Detroit Pistons",FALSE,32,50,38,44,-1,0.184,0.192,"The Palace of Auburn Hills",625917,15266,"DET","https://www.basketball-reference.com/teams/DET/2015.html",1610612765,"https://stats.nba.com/media/img/teams/logos/DET_logo.svg",25.9,-0.39,-1.39,105.3,106.4,-1.1,92.8,0.261,0.29,0.515,0.482,12.3,27.7,0.502,13.2,75
"21",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Miami Heat",FALSE,37,45,33,49,-2.6,0.227,0.213,"AmericanAirlines Arena",808223,19713,"MIA","https://www.basketball-reference.com/teams/MIA/2015.html",1610612748,"https://stats.nba.com/media/img/teams/logos/MIA_logo.svg",28.5,-0.32,-2.92,103.9,106.7,-2.8,90.9,0.306,0.262,0.54,0.5,14.5,23.2,0.505,14.2,73.4
"22",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Denver Nuggets",FALSE,30,52,31,51,-3.55,0.204,0.239,"Pepsi Center",602707,14700,"DEN","https://www.basketball-reference.com/teams/DEN/2015.html",1610610027,"https://stats.nba.com/media/img/teams/logos/NBA_logo.svg",26.4,0.48,-3.07,104.5,108.2,-3.7,96.1,0.278,0.284,0.518,0.479,12.7,26.6,0.504,13,74.7
"23",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Sacramento Kings",FALSE,29,53,31,51,-3.71,0.276,0.2,"Sleep Train Arena",680049,16587,"SAC","https://www.basketball-reference.com/teams/SAC/2015.html",1610612758,"https://stats.nba.com/media/img/teams/logos/SAC_logo.svg",26,0.64,-3.07,105.3,109.2,-3.9,95.4,0.363,0.204,0.542,0.49,14.8,26.5,0.507,11.8,75.2
"24",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Brooklyn Nets",TRUE,38,44,33,49,-2.88,0.2,0.185,"Barclays Center",698529,17037,"BRK","https://www.basketball-reference.com/teams/BRK/2015.html",1610612751,"https://stats.nba.com/media/img/teams/logos/BKN_logo.svg",28.6,-0.25,-3.13,104.4,107.4,-3,92.7,0.267,0.24,0.529,0.491,13,23.9,0.506,12.9,73.7
"25",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Charlotte Hornets",FALSE,33,49,32,50,-3.17,0.202,0.188,"Time Warner Cable Arena",704886,17192,"CHO","https://www.basketball-reference.com/teams/CHO/2015.html",1610612766,"https://stats.nba.com/media/img/teams/logos/CHA_logo.svg",26,-0.27,-3.44,100.1,103.5,-3.4,93,0.269,0.226,0.498,0.456,11.2,22.1,0.487,12,79.3
"26",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Orlando Magic",FALSE,25,57,25,57,-5.72,0.168,0.21,"Amway Center",688194,16785,"ORL","https://www.basketball-reference.com/teams/ORL/2015.html",1610612753,"https://stats.nba.com/media/img/teams/logos/ORL_logo.svg",24.3,-0.15,-5.87,101.6,107.7,-6.1,93.8,0.23,0.235,0.524,0.494,14,23.1,0.514,13.6,76
"27",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Los Angeles Lakers",FALSE,21,61,23,59,-6.84,0.204,0.231,"STAPLES Center",768244,18738,"LAL","https://www.basketball-reference.com/teams/LAL/2015.html",1610612747,"https://stats.nba.com/media/img/teams/logos/LAL_logo.svg",27,0.67,-6.17,103.4,110.6,-7.2,94,0.276,0.22,0.513,0.473,12.1,25.4,0.518,12.1,76.3
"28",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Minnesota Timberwolves",FALSE,16,66,19,63,-8.79,0.24,0.187,"Target Center",595652,14416,"MIN","https://www.basketball-reference.com/teams/MIN/2015.html",1610612750,"https://stats.nba.com/media/img/teams/logos/MIN_logo.svg",24.4,0.79,-8,102.9,112.2,-9.3,94.4,0.309,0.179,0.517,0.468,13.7,26.6,0.537,13.9,71.6
"29",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","Philadelphia 76ers",FALSE,18,64,18,64,-8.98,0.195,0.225,"Wells Fargo Center",571572,13941,"PHI","https://www.basketball-reference.com/teams/PHI/2015.html",1610612755,"https://stats.nba.com/media/img/teams/logos/PHI_logo.svg",23.2,-0.07,-9.04,95.5,104.8,-9.3,95.7,0.288,0.319,0.494,0.459,16,25.5,0.497,15.2,73
"30",FALSE,"2014-15",2015,"https://www.basketball-reference.com/leagues/NBA_2015.html","New York Knicks",FALSE,17,65,17,65,-9.32,0.18,0.234,"Madison Square Garden (IV)",812292,19812,"NYK","https://www.basketball-reference.com/teams/NYK/2015.html",1610612752,"https://stats.nba.com/media/img/teams/logos/NYK_logo.svg",26.9,-0.18,-9.5,99.9,110,-10.1,91.2,0.234,0.24,0.508,0.47,14,24.5,0.512,13.3,73.1
