Player.x,Team.x,Season.x,pos,Age.x,GP.x,W.x,L.x,Min.x,Offrtg,Defrtg,Netrtg,Ast_Pct,Ast_TO,Ast_Ratio,OREB_Pct,DREB_Pct,REB_Pct,To_Ratio,EFG_Pct,TS_Pct,USG_Pct,Pace,PIE,Screen_Assists,Screen_Assists_Pts,Deflections,Off_loose_balls_recovered,Def_loose_balls_recovered,loose_balls_recovered,Off_loose_balls_recovered_pct,Def_loose_balls_recovered_pct,Charges_drawn,Contested_2p_shots,Contested_3p_shots,Contested_shots,Pts_of_TOV,Second_pts,FBPS,PITP,OPP_pts_off_TO,OPP_Second_pts,OPP_FBPS,OPP_PITP,BLK,BLKA,PF,PFD,mp,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,Salary,All_Star,FGM_0_8,FGA_0_8,FG._0_8,FGM_8_16,FGA_8_16,FG._8_16,FGM_16_24,FGA_16_24,FG._16_24,FGM_24_plus,FGA_24_plus,FG._24_plus,FGM_backcourt,FGA_backcourt,FG._backcourt
Domantas Sabonis,IND,2018,C,22,74,45,29,24.5,107.2,105.8,1.4,12.7,1.1,14.4,9.3,22.7,16,13.1,52.4,56.7,21.4,97.76,12.1,3.8,8.2,1,0.3,0.4,0.7,47.1,52.9,0.03,6.5,1.9,8.3,1.8,1.7,0.8,7.5,8.4,6.3,6.3,22.4,0.4,0.6,3,2.9,1810,17.5,0.567,0.056,0.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.8,0.5,-0.3,0.8,2550000,0,3.4,5.9,58,0.5,1,45.5,0.5,1.4,34.6,0.2,0.5,35.1,0,0,0
Donovan Mitchell,UTA,2018,SG,21,79,46,33,33.4,108.3,101.5,6.8,18.9,1.35,14.6,2,9.3,5.7,10.8,50.6,54.1,28.3,97.65,10.9,0.1,0.3,2.3,0.4,0.6,1,42.5,57.5,0.01,3.7,2.9,6.6,3,1.9,2.4,8.5,11.7,7.6,6.9,29.2,0.3,1,2.7,3.3,2638,16.7,0.541,0.404,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,1.3,-0.2,1.1,2.1,2621280,0,3.5,6.4,55.5,0.9,2.3,39.8,0.7,1.6,44.9,2.4,6.9,34.1,0,0,0
Dorian Finney-Smith,DAL,2018,PF,25,21,4,17,21.3,100,102.7,-2.7,8.6,1.24,14.9,4.3,12.1,7.9,12,46.3,48.2,14.4,97.69,5.1,0.2,0.5,0.9,0.2,0.4,0.7,35.7,64.3,0.05,2.6,2,4.7,0.7,1.2,0.5,2.1,5,4.4,6.7,19,0.2,0.4,2,0.6,448,7.6,0.482,0.554,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-2.8,-0.3,-3.1,-0.1,1312611,0,1,1.7,61.1,0,0.3,0,0.2,0.5,36.4,1,3.2,29.9,0,0,0
Doug McDermott,DAL,2018,SF,26,81,30,51,21.8,103.9,105.1,-1.2,6.5,1.41,11.7,2.2,8.7,5.5,8.3,55.7,57.9,14.4,99.28,6.9,0.2,0.4,0.5,0.2,0.3,0.5,36.6,63.4,0,2,2.1,4.1,1.1,1,0.8,2.9,7.8,6.2,4.8,18.7,0.2,0.3,1.5,0.9,1172,9.9,0.562,0.418,0.162,3.1,9.5,6.3,6,0.4,0.9,8.8,14.4,1.1,0.3,1.3,0.055,-0.6,-1.9,-2.5,-0.1,3294994,0,1.4,2.4,60.3,0.2,0.6,33.3,0.2,0.7,28.8,1.1,2.7,42.3,0,0,0
Dragan Bender,PHX,2018,PF,20,82,21,61,25.2,100.6,110.9,-10.3,8.9,1.16,17.4,1.8,14.9,8.2,15,50.8,52.4,12.5,102.2,5.8,1.6,3.6,0.5,0.2,0.2,0.4,58.8,41.2,0,6.8,3.8,10.6,0.9,0.6,0.4,1.6,9.5,7,7.7,24.9,0.6,0.3,2,0.7,2069,7.1,0.524,0.665,0.105,2,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.7,0,-2.7,-0.4,4468800,0,0.8,1.5,49.6,0,0.2,20,0,0.2,13.3,1.4,3.9,36.6,0,0,0
Draymond Green,GSW,2018,PF,28,70,48,22,32.7,111.9,105.2,6.7,28.6,2.51,36.1,3.6,18.3,11.7,14.4,51.6,55.6,16.8,102.64,11.7,1.8,4.5,3.1,0.3,0.6,0.9,35.9,64.1,0.07,8,4,11.9,1.8,1,2.1,5.4,13,9.2,9.3,30.9,1.3,0.5,2.6,2.5,2287,16.1,0.556,0.414,0.279,3.9,21.1,13.1,29,2,3.1,22.5,17.2,2.6,3.4,6.1,0.127,0.4,2.7,3.2,3,16400000,1,2.5,3.9,64.1,0.3,0.9,36.4,0.1,0.4,25.9,1.1,3.6,30.4,0,0,0
Dwayne Bacon,CHA,2018,SG,22,53,25,28,13.5,104.6,104.7,-0.2,7.7,1.65,14.6,0.5,15.8,8.1,8.8,40.4,43.1,13,101.49,5.8,0.1,0.1,0.3,0.1,0.2,0.3,29.4,70.6,0,1.6,1.7,3.3,0.6,0.2,0.3,1.2,3.8,3.2,3,12.5,0,0.1,0.9,0.5,713,5.8,0.431,0.224,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.007,-5.4,-0.3,-5.7,-0.7,815615,0,0.5,0.8,60,0.3,0.9,32.6,0.4,1.2,32.8,0.2,0.8,25.6,0,0,0
Dwight Buycks,DET,2018,PG,29,29,10,19,14.7,101,100.5,0.6,24,1.51,18.7,2.8,6.7,4.7,12.3,45.2,49.8,26.6,97.24,8.4,0.1,0.2,1.5,0.2,0.1,0.3,62.5,37.5,0.07,1.3,1.6,2.8,1.5,0.2,0.9,2.9,4.9,3.1,3.2,12.3,0.1,0.9,1.3,1.5,427,12.8,0.498,0.227,0.207,3,7.7,5.3,22.4,2.2,0.4,15.3,26.4,-0.2,0.4,0.2,0.027,-2.5,-1.8,-4.3,-0.2,748160,0,1.4,2.9,47.6,0.3,0.7,38.1,0.7,1.8,39.6,0.5,1.4,35.7,0,0.2,0
Dwight Howard,CHA,2018,C,32,81,35,46,30.4,109.6,108.2,1.4,6.9,0.5,7.1,10.1,29.5,19.9,14,55.6,57.7,23.8,99.41,13.6,4.2,9.6,1.6,0.3,0.3,0.6,48,52,0,7.2,1.6,8.8,2.2,3.9,0.5,11.4,10.1,7.2,7,28.2,1.6,1,3.1,5.4,2463,20.5,0.577,0.008,0.639,11,33.8,22.2,7.1,1,4.4,15.1,24.2,2.9,3.9,6.8,0.132,-2,1.7,-0.3,1.1,23500000,0,5.5,9.1,60.9,0.4,1,34.5,0.4,1.1,33.3,0,0.1,20,0,0,0
Dwight Powell,DAL,2018,C,26,79,23,56,21.2,105.3,104.5,0.9,8.5,1.54,13.8,8,19,13.4,9,62.6,65.6,15.1,97.97,11.9,2.1,5,1.7,0.4,0.5,0.9,49.3,50.7,0.09,5.5,3.1,8.6,0.9,1.5,0.4,5.4,6.3,4.8,6.2,17.9,0.4,0.3,2.4,2.7,1672,18.8,0.656,0.195,0.43,8.7,21.3,14.7,8.5,2,1.7,10.3,15.5,4.6,2.1,6.6,0.191,1.1,1.6,2.7,2,9003125,0,2.7,3.8,70.7,0.1,0.2,26.3,0.2,0.4,40,0.4,1,34.1,0,0,0
Dwyane Wade,MIA,2018,SG,36,67,37,30,22.9,106.4,105.1,1.3,24.5,1.63,20.1,3.2,12.4,7.9,12.4,46.2,50,25.1,100.71,10.4,0.3,0.6,1.9,0.4,0.5,0.9,48.3,51.7,0.01,2.7,2.3,5,1.6,1.1,1.2,5.9,7.9,6.1,5.7,21.3,0.7,0.5,1.9,2.1,1536,15,0.5,0.163,0.277,3.7,14.6,9.2,23.5,2,2.6,15.5,26.2,-0.4,1.6,1.1,0.036,-2.4,0.3,-2.1,0,17878652,0,2.4,4.1,59.2,0.9,2.5,33.7,0.7,1.9,36.8,0.5,1.7,28.8,0,0,0
Ed Davis,POR,2018,C,29,78,48,30,18.9,107.9,103.9,4.1,3.9,0.61,9,12.1,25.4,18.8,14.8,58.2,60.7,12,96.37,11.5,3.6,8.2,0.8,0.2,0.4,0.6,36.2,63.8,0.01,6,0.9,6.9,0.7,2.1,0.2,4.3,5.4,4.6,3.8,15.8,0.7,0.4,2.4,1.5,1471,15.5,0.607,0.003,0.38,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,2.5,2.5,5,0.164,-1.8,1.8,0,0.7,6352531,0,2.1,3.5,60.7,0.1,0.2,27.8,0,0,0,0,0,0,0,0,0
Edmond Sumner,IND,2018,PG,22,1,0,1,2.2,40,160,-120,0,0,0,0,50,20,0,100,100,20,110.77,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,4,0,0,1,1,2,39.8,1,0,0,0,56.1,28.2,0,0,0,0,22.3,0,0,0,0.425,4.6,-9.9,-5.3,0,77250,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Ekpe Udoh,UTA,2018,C,31,63,36,27,12.9,103.6,100.3,3.3,9.3,2.65,24.4,8.6,10.5,9.5,9.2,50,56,8.9,99.21,7.2,2.4,5.6,1.1,0.2,0.3,0.5,41.4,58.6,0,5.3,1.2,6.4,0.5,0.7,0.2,1.9,4.1,2.8,2.3,11.1,1.2,0.2,1.7,1,810,15.2,0.56,0.008,0.467,9.6,11.4,10.5,9.1,2.7,7.7,12.1,9.1,1.3,1.8,3.2,0.187,-1.1,6.8,5.7,1.6,3200000,0,0.9,1.4,59.3,0.1,0.4,24,0,0,0,0,0,0,0,0,0
Elfrid Payton,PHX,2018,PG,24,63,13,50,28.7,103.9,115.6,-11.7,32.8,2.34,30.3,3.3,11.7,7.4,13,51.6,53.8,21.1,101.47,10.8,0.5,1.1,2.3,0.7,0.9,1.6,41.8,58.2,0,3.3,2.8,6.1,1.7,1,2.4,8.5,11,8.2,8.2,31.5,0.3,0.9,2.3,2.5,1808,16.5,0.538,0.138,0.252,3.8,12.8,8.2,34.9,2.2,1,18.5,21.9,1.4,1.4,2.8,0.075,0.1,0,0.1,1,3332340,0,3.8,6.5,58.6,0.6,1.7,36.1,0.3,0.9,35.6,0.5,1.5,32.6,0,0,0
Emeka Okafor,NOP,2018,C,35,26,16,10,13.6,103,102.7,0.3,2.8,0.62,6.4,12,17.5,14.8,10.4,50.5,54.5,13.3,105.18,9.6,1.1,2.5,0.7,0.1,0.2,0.4,40,60,0.04,5,0.8,5.9,0.6,1,0.5,3,5,4.3,4.9,14.5,1,0.4,1.2,0.8,353,16.4,0.545,0,0.232,14.9,21.7,18.4,3.1,1.1,5.6,11,14.4,0.5,0.5,1,0.14,-2.6,1.3,-1.3,0.1,813293,0,1.3,2.4,52.4,0.5,0.9,50,0.1,0.3,37.5,0,0,0,0,0,0
Emmanuel Mudiay,NYK,2018,PG,22,64,29,35,19.4,102,111.5,-9.5,25.4,1.82,22.9,1.9,9.9,5.8,12.6,43.3,47.4,23.1,101.46,8,0.2,0.4,1.1,0.3,0.3,0.7,48.8,51.2,0.02,1.5,1.9,3.4,1.1,0.6,1.1,3.6,8.5,5.1,5.3,18.9,0.2,0.7,1.3,1.7,1245,11.5,0.474,0.281,0.245,2.3,11.3,6.8,24.5,1.6,0.8,16.2,24.4,-0.8,0.7,0,-0.002,-2.6,-2.1,-4.7,-0.9,3381480,0,1.5,3.3,46.7,0.6,1.6,35.9,0.4,1,33.8,0.7,2.3,32.4,0,0.1,0
Enes Kanter,NYK,2018,C,26,71,27,44,25.8,106.6,111.5,-4.9,9.1,0.86,10.3,14.6,27.9,21.2,12,59.2,63,21.2,97.96,16.1,2.9,6.1,1,0.4,0.3,0.7,52.9,47.1,0,7.1,1.6,8.7,1.7,4.6,0.7,11.1,9.7,6.5,7.4,24.8,0.5,1,2.6,2.5,1830,24,0.63,0.003,0.258,16.6,30.6,23.6,9.4,1,1.7,13.3,21.8,5.5,2.1,7.6,0.198,2.4,0.1,2.5,2.1,17884176,0,5.2,8.3,62.6,0.5,1.2,44.3,0.2,0.5,41.2,0,0,0,0,0,0
Eric Bledsoe,MIL,2018,PG,28,74,40,34,31.4,110.7,107.9,2.7,24.6,1.71,21.6,2.3,10,6.3,12.6,53.6,58.2,25.4,98.57,12.5,0.5,1.1,3.4,0.5,0.9,1.4,35.5,63.6,0.04,4,3,7,3.8,1.2,3.1,7.2,10.2,9.2,6.8,30.4,0.6,0.6,2.5,4.1,2322,19.7,0.582,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.5,-0.3,2.1,2.4,14500000,0,3.2,5.1,62.3,0.8,1.8,46.6,0.6,1.6,38.8,1.7,4.8,35,0,0,0
Eric Gordon,HOU,2018,SG,29,69,55,14,31.2,116.4,103.5,13,11.3,1.18,11.4,1.1,6.5,3.9,9.6,54,57.8,23.8,99.89,9,0.3,0.7,1.4,0.3,0.6,0.9,34.4,65.6,0.03,2.4,2.4,4.8,2.2,1.6,1.9,5.4,10.3,8.2,7.2,31.5,0.4,0.7,1.7,2.7,2154,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1,1.1,10.8,24.7,2.9,1.8,4.7,0.105,1.4,-2.4,-1,0.5,12943020,0,2.6,4.3,59.9,0.2,0.6,26.2,0.1,0.3,33.3,3.1,8.7,36,0,0.1,16.7
Eric Moreland,DET,2018,PF,26,67,32,35,12,100.3,99.3,1.1,14.1,1.9,30.8,9.6,24.3,16.8,16.2,54.1,53.1,9.7,96.25,10.3,1.9,4.3,0.9,0.2,0.2,0.4,48,52,0.19,4.1,0.8,4.9,0.2,0.5,0.2,1.9,3,2.4,1.6,10,0.8,0.1,1.7,0.9,805,13.9,0.531,0,0.238,10.9,27.6,19.1,13.3,1.9,5.6,23.8,9.7,0.7,1.6,2.3,0.135,-3.1,5.8,2.6,0.9,1740000,0,0.9,1.5,57.4,0.1,0.3,44.4,0,0,0,0,0,0,0,0,0
Erik McCree,UTA,2018,SF,24,4,4,0,1.9,82.4,127.8,-45.4,0,0,0,0,20,9.1,33.3,0,0,15.8,111.68,-3.1,0,0,0,0,0.5,0.5,0,100,0,0,0,0,0,0,0,0,1,0.5,0.5,3.5,0,0.3,0,0,8,-8.9,0,0.5,0,0,14,7.1,0,6.3,0,33.3,16.9,-0.1,0,-0.1,-0.334,-17.2,2.5,-14.7,0,77250,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Ersan Ilyasova,PHI,2018,PF,31,69,36,33,25.1,107,106.1,0.9,7.8,1.25,10.8,6.7,16.1,11.4,8.6,52.6,55.8,18.3,100.17,9.9,1.8,4.1,1.7,0.3,0.6,0.9,38.1,61.9,0.46,4.6,2.2,6.8,1.6,2.3,0.9,4.1,8.4,6.9,6.5,23,0.4,0.3,2.3,2.4,1175,15.1,0.569,0.424,0.224,7,16.8,11.9,6.8,1.8,1.2,8.9,18,1.6,1,2.6,0.106,0.4,-0.3,0,0.6,6514288,0,1.9,3.4,56.8,0.3,0.9,38.1,0.4,0.9,45.9,1.3,3.7,36,0,0,0
E'Twaun Moore,NOP,2018,SG,29,82,48,34,31.5,108.7,106.1,2.6,9.9,1.83,16.3,2.3,6.5,4.5,8.9,58.5,59.3,15.8,102.57,7.3,0.2,0.4,1.7,0.6,0.8,1.3,42.2,57.8,0,4,2.4,6.4,2.2,1.1,2.7,6,10.7,8.9,9.4,30.8,0.1,0.4,2.2,0.9,2586,12.1,0.593,0.362,0.082,2.5,7.3,5,10.1,1.5,0.4,10.6,16.1,2.8,1.6,4.4,0.081,0.6,-0.8,-0.2,1.2,8445024,0,2.5,4.1,61.4,0.7,1.5,48,0.4,0.9,42.5,1.5,3.7,42.3,0,0,0
Evan Fournier,ORL,2018,SF,25,57,20,37,32.2,107.1,110.3,-3.2,13.8,1.74,14.6,1.2,8.4,4.8,8.4,53.8,57.7,22.6,101.32,9.3,0.4,0.9,2.2,0.3,0.5,0.8,43.5,56.5,0.02,3.1,2.3,5.4,2.9,1,2,6.4,11.2,8.8,8.2,34.4,0.3,0.8,2.4,2.4,1837,15.5,0.577,0.418,0.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,0.087,1.6,-2.1,-0.4,0.7,1.70E+07,0,2.9,4.9,58.6,0.5,1.7,32,0.8,1.6,51.6,2.2,5.8,37.8,0,0,0
Evan Turner,POR,2018,SF,29,79,48,31,25.7,104.5,105.6,-1.1,12.8,1.75,19.3,1.4,10,5.7,11,48.4,52,15.3,98.4,7.1,0.2,0.6,1,0.2,0.5,0.8,30,70,0,3,2.4,5.4,1.1,1,0.6,3,8.1,6.4,6.4,23.5,0.4,0.2,2.1,1.5,2034,9.9,0.52,0.229,0.185,1.6,11.4,6.5,12.4,1.1,1.2,13.7,15.6,0.5,2.1,2.6,0.061,-2.4,0.6,-1.8,0.1,17131148,0,1,1.8,55.4,1.3,2.8,45.7,0.5,1.1,44.6,0.5,1.7,31.8,0,0,0
Frank Kaminsky,CHA,2018,PF,25,79,35,44,23.2,107.7,110,-2.3,11.3,1.95,13,2.3,13.9,7.8,6.7,50.1,54.5,20.2,98.79,9.8,1.6,3.8,0.5,0.2,0.4,0.6,31.3,68.8,0.04,4.7,2.6,7.3,1.6,1,0.7,4.2,6.4,4.7,4.7,22.1,0.2,0.5,1.2,1.8,1835,14.4,0.545,0.383,0.271,2.7,14.5,8.5,11,1,0.9,7.6,20.5,2.3,1.3,3.6,0.094,0.3,-1.2,-0.9,0.5,2847600,0,1.7,3.2,53.8,0.7,1.8,38.2,0.2,0.6,27.7,1.3,3.5,37.7,0,0,100
Frank Mason,SAC,2018,PG,24,52,17,35,18.9,103.7,105.4,-1.7,23.3,2.26,22.9,3,10.7,6.7,10.1,42,48,22.6,94.37,9.1,0.1,0.2,0.9,0.4,0.4,0.8,46.5,53.5,0,1.1,1.9,3,1.3,0.8,1.2,3.1,5.4,4.8,4,16.4,0.2,0.5,1.4,1.9,984,13,0.48,0.226,0.303,3.3,12.1,7.5,22.7,1.7,1,13.1,22.6,0,0.6,0.5,0.027,-2,-1.4,-3.4,-0.4,1184385,0,1.2,3.2,39,0.4,1.1,35.1,0.6,1.4,39.7,0.6,1.6,37.8,0,0.1,0
Frank Ntilikina,NYK,2018,PG,19,78,28,50,21.9,102.4,104.6,-2.2,21,1.91,27.4,2.1,7.9,5,14.4,41.4,43.7,16.6,98.82,4.8,0.1,0.3,1.6,0.3,0.4,0.7,46.3,53.7,0.01,3,1.8,4.8,0.9,0.4,0.4,1.8,7.9,5.8,4.3,18.6,0.2,0.3,2.3,0.9,1706,7,0.437,0.314,0.136,2.4,9.1,5.8,20,1.9,0.9,19.8,16.9,-2,1.1,-0.9,-0.026,-3.5,-0.5,-3.9,-0.8,3501120,0,0.7,1.5,50,0.4,1.2,33.3,0.6,1.7,32.1,0.6,2,32.7,0,0.1,0
Fred VanVleet,TOR,2018,PG,24,76,55,21,20,112.2,101.1,11.1,23.1,3.28,26.9,1.6,10.2,6,8.2,52.5,55.6,18.8,97.76,11.1,0.3,0.7,1.7,0.4,0.6,1,37.8,62.2,0.08,2,1.7,3.7,1.5,0.6,1.3,3.1,5.4,5.6,3.8,17.8,0.3,0.6,1.7,1.5,1520,15.9,0.556,0.479,0.185,1.9,11.5,6.8,22.8,2.2,1,11.2,19.1,2.7,2,4.7,0.149,1.9,0.1,1.9,1.5,1312611,0,1.5,3.2,47.3,0,0.3,12,0.1,0.2,35.7,1.4,3.4,42.4,0,0.1,0
Furkan Korkmaz,PHI,2018,SG,20,14,11,3,5.7,90.5,119.8,-29.3,7.7,2,11.1,2,12.3,6.4,5.6,37.5,38.6,15.9,105.65,1,0,0,0.2,0,0.1,0.1,0,100,0,0.7,0.5,1.2,0.6,0.1,0.5,0.4,2.2,0.8,1.6,6.6,0.1,0.1,0.9,0.3,80,3.4,0.386,0.607,0.143,2.8,11.7,7.4,6.7,1.2,1,6.3,16.9,-0.1,0.1,0,-0.006,-5,-1.8,-6.9,-0.1,1465920,0,0.2,0.3,75,0,0.3,0,0,0.3,0,0.4,1.2,29.4,0,0,0
Garrett Temple,SAC,2018,SG,32,65,23,42,24.8,100.7,108.1,-7.4,11.5,1.57,17.4,1.3,8.4,4.7,11.1,51.2,53.6,16,96.56,6.5,0.1,0.3,1.9,0.2,0.7,0.9,26.3,73.7,0.02,2.6,3.2,5.8,1.5,0.9,1,1.8,8,6,6.3,21,0.4,0.2,2.1,1.3,1615,10.2,0.536,0.477,0.164,1.5,9.6,5.4,11.3,1.8,1.6,13.4,16.4,0.3,0.9,1.2,0.035,-1.3,-0.6,-1.8,0.1,8.00E+06,0,0.8,1.4,53.2,0.3,0.8,38.2,0.6,1.5,39,1.4,3.5,39.4,0,0,0
Gary Harris,DEN,2018,SG,23,67,37,30,34.4,111.7,108.2,3.5,12.8,1.63,15,1.6,6.1,3.9,9.2,57,59.7,20.4,98.41,9.8,0.1,0.3,3,0.5,0.8,1.4,39.1,60.9,0.06,2.5,2.9,5.4,3.3,1.8,3.1,6.7,13.1,7.6,8.7,34,0.2,0.6,1.8,2.2,2304,16.5,0.597,0.434,0.178,1.8,6.8,4.3,13,2.6,0.5,10.8,20.7,3.9,1.5,5.5,0.114,2.4,-1.5,0.9,1.7,2550055,0,3,4.6,64.1,0.8,1.7,44.7,0.5,1.4,38.5,2.3,5.9,39.7,0,0,0
Gary Payton II,LAL,2018,PG,25,23,10,13,9.6,109.9,104.9,4.9,13,3,19.8,5.6,14.4,9.8,6.6,44.6,44.3,16.2,100.19,5.8,0.2,0.3,0.9,0.1,0.2,0.3,28.6,71.4,0,1.3,0.9,2.2,0.7,0.6,0.3,1.9,2.7,2.6,2.5,9.3,0.1,0.2,1.3,0.2,221,9.8,0.443,0.338,0.122,6.5,15.5,11,13.7,1.5,1.1,8.2,16.8,0,0.2,0.2,0.041,-2.7,-0.9,-3.6,-0.1,154500,0,1,1.7,55.3,0.1,0.4,22.2,0,0.1,50,0.3,1.1,24,0,0,0
George Hill,CLE,2018,PG,32,67,28,39,27,108.5,111.8,-3.3,14.5,2.11,22,2.3,8.1,5.1,10.4,54.3,58,16.1,96.27,7.9,0.6,1.4,1.8,0.4,0.6,1,39.7,60.3,0.03,2.8,3,5.8,1.3,0.8,1.2,3.3,8.6,6.6,6.7,24.8,0.4,0.3,1.9,2.3,1812,13.3,0.58,0.4,0.273,2.6,8.9,5.7,15,1.7,1.3,13.3,16.3,2.3,0.9,3.2,0.085,0.3,-0.9,-0.6,0.6,2.00E+07,0,1.3,2.2,58.9,0.5,1.2,41.5,0.5,1.2,38.6,1.2,3,41.5,0,0,50
Georges Niang,UTA,2018,PF,25,9,9,0,3.5,80.6,98.6,-18.1,16.7,1,16.7,10.3,18.2,14.5,16.7,36.4,37.9,19,109.09,8.6,0,0,0.2,0.2,0,0.2,100,0,0,0.6,0.2,0.8,0.3,0.2,0,0.9,2.1,0.2,0.7,2.7,0,0.1,0.1,0.2,32,9.2,0.379,0.364,0.182,10.8,21.1,16,14,3.1,0,20.2,20.9,-0.1,0.1,0,-0.029,-5.5,1.4,-4,0,177250,0,0.5,0.8,66.7,0,0.1,0,0,0,0,0,0.5,0,0,0,0
Georgios Papagiannis,POR,2018,C,20,17,3,14,7.2,110.5,114.2,-3.7,9.7,1.13,15.3,10,21.6,15.4,13.6,42.9,42.9,17,100.65,7.1,1.2,2.8,0.3,0.1,0.1,0.2,33.3,66.7,0,3.1,0.8,3.9,0.1,0.4,0,1.5,2.4,1.9,1,7.8,0.4,0.1,0.7,0.2,122,12.2,0.429,0,0,11.6,23.4,17.2,11.2,1.6,4.7,16,18.4,-0.1,0.1,0,0.005,-5.5,1.8,-3.7,-0.1,2486757,0,0.5,1.2,42.9,0.3,0.8,38.5,0.2,0.5,50,0,0,0,0,0,0
Gerald Green,HOU,2018,SG,32,41,33,8,22.7,107.3,102.7,4.6,4.5,0.81,5.1,1.6,12.4,6.9,6.3,54,56.6,21.9,99.52,8.8,0.2,0.5,1.1,0.4,0.4,0.8,53.1,46.9,0.02,3.1,2.2,5.3,1.9,1.1,1.6,2,6.4,6.3,5.3,22.6,0.4,0.2,2.1,1.1,929,14.1,0.566,0.722,0.145,1.8,14.2,8.1,4.3,1.3,1.4,6.6,22.4,1,1,2.1,0.107,0.5,-2.4,-1.9,0,1381403,0,0.8,1.5,53.2,0.4,0.8,46.9,0.3,0.5,47.6,2.7,7.2,37.2,0,0.1,0
Gian Clavell,DAL,2018,SG,24,7,0,7,9.1,104.5,89.6,14.8,7.1,1.5,12.5,1.6,10.2,5.7,8.3,50,53,14.7,101.46,4.5,0,0,0.7,0,0.3,0.3,0,100,0,0.7,1.4,2.1,0.4,0.4,0,0,3.1,2.1,0.9,6.6,0,0,1.1,0.9,64,7.4,0.53,0.833,0.111,1.7,10.8,6.1,6.7,1.6,0,9.6,14.8,0,0,0.1,0.042,-1.7,-1.9,-3.6,0,77250,0,0,0.1,0,0,0.1,0,0,0.1,0,0.9,2.1,40,0,0,0
Giannis Antetokounmpo,MIL,2018,PF,23,75,39,36,36.7,109.4,106.5,2.8,23.7,1.62,15.9,6,21.8,14.1,9.8,54.5,59.8,30.7,97.61,18.6,1.4,3.2,2.5,0.8,0.9,1.8,48.9,51.1,0,6.6,3.7,10.3,4.2,3,4.7,15.7,11.3,9.5,7,34.4,1.4,1.1,3.1,6.8,2756,27.3,0.598,0.1,0.457,6.7,25.3,16,23.7,2,3.3,11.7,31.2,8.3,3.6,11.9,0.207,3.9,1.9,5.8,5.4,22471911,1,7.2,10.8,66.8,1.1,3,35.7,1,3,34.2,0.6,1.8,30.4,0,0,0
Glenn Robinson III,IND,2018,SF,24,23,14,9,14.7,103.3,103.9,-0.6,6.8,3.4,15.2,3,7.8,5.2,4.5,50.6,52.9,11.9,98.83,7.1,0.1,0.2,0.8,0.2,0.3,0.4,40,60,0,2.2,1.5,3.7,0.7,0.8,0.6,1.4,4.1,3.5,4.1,12.5,0,0.2,0.6,0.7,338,10.8,0.529,0.4,0.129,3.7,8.6,6.2,6.8,1.9,0.3,5.3,12.5,0.4,0.3,0.6,0.088,-0.9,-0.9,-1.8,0,1524305,0,0.6,1.1,50,0.2,0.4,50,0.2,0.7,26.7,0.6,1.5,41.2,0,0,0
Goran Dragic,MIA,2018,PG,32,75,39,36,31.7,106.2,106,0.2,24.5,2.16,20.9,2.3,10.5,6.4,9.7,50.2,54.3,25,97.49,11.5,0.4,0.9,1.5,0.7,0.6,1.3,53.5,46.5,0.07,3.8,1.8,5.5,3.2,1.1,2.4,7.6,10.3,7.7,7.9,29.5,0.2,0.7,2.4,3.4,2378,16.6,0.543,0.279,0.252,2.5,12,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.106,1,-1.1,-0.1,1.2,17000450,1,3.1,5.7,54.1,1.4,3.1,44,0.5,1.5,33.9,1.5,4,37.4,0,0,0
Gordon Hayward,BOS,2018,SF,28,1,0,1,5.3,109.1,81.8,27.3,0,0,0,0,20,9.1,0,50,50,15.4,100.57,4.8,0,0,0,0,1,1,0,100,0,0,0,0,0,0,0,2,2,2,2,2,0,0,1,0,5,7.3,0.5,0.5,0,0,21.6,10.9,0,0,0,0,17.9,0,0,0,0.056,-5.9,-6.1,-12,0,29727900,0,0,0,0,1,1,100,0,0,0,0,1,0,0,0,0
