Player.x,Team.x,Season.x,pos,Age.x,GP.x,W.x,L.x,Min.x,Offrtg,Defrtg,Netrtg,Ast_Pct,Ast_TO,Ast_Ratio,OREB_Pct,DREB_Pct,REB_Pct,To_Ratio,EFG_Pct,TS_Pct,USG_Pct,Pace,PIE,Screen_Assists,Screen_Assists_Pts,Deflections,Off_loose_balls_recovered,Def_loose_balls_recovered,loose_balls_recovered,Off_loose_balls_recovered_pct,Def_loose_balls_recovered_pct,Charges_drawn,Contested_2p_shots,Contested_3p_shots,Contested_shots,Pts_of_TOV,Second_pts,FBPS,PITP,OPP_pts_off_TO,OPP_Second_pts,OPP_FBPS,OPP_PITP,BLK,BLKA,PF,PFD,mp,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,Salary,All_Star,FGM_0_8,FGA_0_8,FG._0_8,FGM_8_16,FGA_8_16,FG._8_16,FGM_16_24,FGA_16_24,FG._16_24,FGM_24_plus,FGA_24_plus,FG._24_plus,FGM_backcourt,FGA_backcourt,FG._backcourt
Johnathan Williams,LAL,2019,C,24,24,10,14,15.5,110,102.4,7.6,5.1,0.81,8.1,11.6,13,12.3,10,59.1,59.9,15.8,102.34,7.8,1.8,4.2,0.9,0.4,0.2,0.5,69.2,30.8,0.08,3.5,1.6,5.2,0.8,2,1,5.3,4.2,4.3,4.5,15.2,0.3,0.5,2.6,1.9,372,15.1,0.599,0.018,0.436,13.6,13.9,13.7,4.9,1,1.5,10.9,16.4,0.7,0.3,1,0.135,-0.9,-0.8,-1.7,0,127250,0,2.6,4.1,63.6,0,0.3,14.3,0,0.1,50,0,0,0,0,0.1,0
Jon Leuer,DET,2019,PF,30,41,16,25,9.8,93.9,107.2,-13.3,6,0.61,8.6,6.2,18.2,11.8,14.2,58.8,61.6,15.7,100.45,9.1,0.7,1.7,0.4,0,0.2,0.2,10,90,0.1,2.8,0.6,3.4,0.6,0.6,0.2,2.6,4.1,2,1.9,10.9,0.1,0.2,1.5,0.8,402,13.2,0.616,0.097,0.274,7.1,19.8,13.2,5.5,1.5,0.8,15.4,16.1,0.4,0.5,0.9,0.11,-2.9,-0.1,-3,-0.1,10002681,0,1.3,1.7,77.9,0.2,0.6,32,0.1,0.2,44.4,0,0.3,9.1,0,0,0
Jonah Bolden,PHI,2019,PF,23,44,24,20,14.5,106.2,107.9,-1.8,8.5,1.11,15.9,6.7,17.3,11.9,14.3,59.9,59.5,13.1,106.12,7.2,1.1,2.8,0.9,0.2,0.3,0.4,36.8,63.2,0,3.3,1.3,4.6,0.4,1.1,0.7,2,6.1,3.6,4.7,16.2,0.9,0.1,2.3,0.5,639,12.7,0.595,0.593,0.167,8,19,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-0.8,2,1.2,0.5,1690000,0,1,1.3,77.6,0,0.1,0,0,0.1,25,0.8,2.2,35.8,0,0,0
Jonas Jerebko,GSW,2019,PF,32,73,52,21,16.7,109.6,108.1,1.5,10.6,2.23,18.2,5.5,16.8,11.1,8.1,55.6,58.8,14.4,102.45,9.2,0.6,1.4,0.5,0.3,0.2,0.5,56.4,43.6,0.14,2.4,1.8,4.2,1.1,1.2,1.1,2,6,4.5,5.2,16.4,0.2,0.2,1.9,1,1218,13.5,0.588,0.53,0.225,6.6,18.1,12.6,10.1,1.1,1.2,9.9,15.2,2.1,1.2,3.3,0.13,0.6,-0.6,0,0.6,2165481,0,1,1.6,59.5,0.1,0.3,50,0.2,0.4,46.9,0.9,2.5,36.6,0,0,100
Jonas Valanciunas,MEM,2019,C,27,49,31,18,22.3,109.7,107,2.7,10.9,0.78,8.9,9.6,26.8,18.4,11.5,57.2,61.6,27.4,101.77,16.9,3,6.9,0.8,0.3,0.3,0.6,44.8,55.2,0,9.7,1.4,11.1,1.8,3.3,0.4,10.8,8.2,5.7,8.5,20.7,1.1,0.8,3,3,1091,24.4,0.616,0.089,0.344,10.7,31.4,21.1,12,0.8,4.4,12.7,28.5,2.2,1.9,4.2,0.183,0.1,1.2,1.2,0.9,16539326,0,4.8,7.7,62.1,0.9,2,47.4,0.1,0.3,43.8,0.3,1,29.2,0,0,0
Jonathan Isaac,ORL,2019,PF,21,75,37,38,26.6,108.2,107.3,1,5.5,1.07,9.7,4.8,15.2,9.9,9.1,49.9,53.7,16,99.69,8.2,1,2.2,1.9,0.3,0.4,0.8,41.1,58.9,0.07,5.4,2.3,7.7,1.7,1.4,1.2,3.7,8.6,5.9,8.2,26.4,1.3,0.4,1.9,1.8,1996,13,0.537,0.435,0.221,5.2,17,11,5.7,1.4,4.1,10.1,16.3,0.9,3.1,4,0.096,-1.9,2,0.1,1.1,4969080,0,1.8,3.1,59,0.3,0.7,33.9,0.3,0.8,37.7,1.1,3.5,32.2,0,0,0
Jonathon Simmons,PHI,2019,SG,29,56,25,31,19,101.9,107.2,-5.3,17.5,1.88,21.8,2.4,9,5.7,11.6,42,46.6,18.2,102.38,6,0.1,0.2,0.9,0.3,0.3,0.6,56.3,43.8,0.07,1.6,1.7,3.3,1.2,0.6,0.8,3,6.8,4.8,5.7,18.7,0.3,0.7,1.6,1.9,845,7.4,0.445,0.29,0.252,2.9,9.9,6.3,15.7,1,1.4,15,19.3,-1,0.8,-0.2,-0.01,-4.9,-0.6,-5.4,-0.7,6.00E+06,0,1.3,2.7,48.7,0.4,1,38.2,0.2,0.7,25.6,0.5,1.8,27.7,0,0.1,0
Jordan Bell,GSW,2019,C,24,68,46,22,11.6,105.9,111.2,-5.3,13.4,1.81,23.2,6.8,15.4,11.2,12.8,51.6,53.1,13.3,102.3,8.3,1.2,2.9,0.7,0.2,0.2,0.4,50,50,0.07,3.7,1.5,5.2,0.3,0.5,0.5,2.3,4.8,3.5,4.2,11.6,0.8,0.2,1.2,0.8,788,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-3.1,2.8,-0.4,0.3,1378242,0,1,1.6,64.8,0.3,0.6,43.6,0.2,0.7,27.9,0,0,0,0,0,0
Jordan Clarkson,CLE,2019,SG,27,81,18,63,27.3,107,115,-8,15.3,1.45,12.4,3.5,8.7,6,8.5,50.9,53.9,26.6,99.18,10.5,0.2,0.6,1.2,0.4,0.4,0.8,48.5,51.5,0.01,2.7,3.2,5.9,2.6,1.4,1.6,6.7,9.7,7,7.2,28.6,0.2,0.7,1.4,2.1,2214,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,1.5,-3.5,-2,0,12500000,0,2.7,4.8,56,1.5,3,49.6,0.6,1.2,45,1.8,5.5,32.4,0,0,0
Jordan Loyd,TOR,2019,PG,25,12,11,1,4.6,94.5,110.2,-15.7,18.2,3,20,1.7,13.3,7.5,6.7,55.6,63.5,15.9,111.17,12.1,0,0,0.4,0.1,0,0.1,100,0,0,0.3,0.3,0.6,0.2,0.2,0.2,0.5,3.3,1.3,2,5,0,0.1,0.4,0.7,55,16.3,0.635,0.444,0.611,2,15.3,8.8,15.1,0,0,8.1,19.4,0.2,0,0.2,0.19,1,-3,-2,0,77250,0,0.2,0.5,40,0.1,0.3,33.3,0.1,0.2,50,0.3,0.7,50,0,0,0
Jordan McRae,WAS,2019,SG,28,27,9,18,12.3,106.5,109.7,-3.3,13.1,2,15.9,1.7,9.5,5.6,7.9,50.8,55,19.1,107.01,8.9,0,0,0.7,0,0.1,0.1,25,75,0,1.9,1.7,3.6,1,0.5,0.9,2.1,3.9,3.6,3.9,14.4,0.3,0.3,1,1.2,333,14.3,0.55,0.269,0.269,1.9,11.3,6.5,13.2,1.8,1.8,9.4,20.4,0.3,0.2,0.5,0.066,-1.9,-1.8,-3.7,-0.1,77250,0,1,1.6,64.3,0.4,1,42.3,0.5,1.1,48.1,0.4,1.4,29.4,0,0.1,0
Jordan Sibert,ATL,2019,SG,26,1,1,0,4.2,133.3,170,-36.7,0,0,0,0,0,0,0,150,150,8.3,107.72,9,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,4,29.7,1.5,1,0,0,0,0,0,0,0,0,10.2,0,0,0,0.183,13,-6.7,6.3,0,47370,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0
Jose Calderon,DET,2019,PG,37,49,22,27,12.9,93.8,107.8,-14,28.2,3.29,42,1.5,7.8,4.4,12.8,43.3,45.3,10.4,101.32,5.6,0.1,0.2,0.8,0.2,0.2,0.4,47.6,52.4,0.04,1.1,1.2,2.3,0.2,0.2,0,0.4,4.7,3,3.2,13.1,0.1,0.2,1.3,0.4,632,7.1,0.453,0.475,0.092,1.8,8.8,5.2,24.9,1.2,0.4,21.9,10.9,0,0.5,0.6,0.043,-4,-1.2,-5.1,-0.5,2393887,0,0.2,0.4,47.4,0.1,0.3,35.7,0.4,0.7,56.7,0.3,1.2,25,0,0,0
Josh Hart,LAL,2019,SG,24,67,31,36,25.6,105.1,104.7,0.4,7.2,1.6,14.4,1.9,10.9,6.5,9,50.6,52.6,13,105.57,6.3,0.2,0.5,1.5,0.4,0.6,1,42.6,57.4,0.01,5.2,3.3,8.5,1.8,0.7,2.3,2.7,9.1,7,7.5,26.2,0.6,0.5,2.2,1.3,1715,9.3,0.526,0.591,0.172,2.2,12.6,7.5,7,1.7,1.9,10.4,13.5,0.2,1.9,2.1,0.059,-1.8,1.1,-0.7,0.6,1655160,0,1.3,2.2,58.9,0.1,0.5,22.6,0.1,0.2,30.8,1.4,4.1,33.7,0,0,0
Josh Jackson,PHX,2019,SG,22,79,19,60,25.2,102.8,112.4,-9.6,14.2,1.06,14.2,3.2,13.6,8.4,13.4,45.6,48.7,23.4,102.26,7.3,0.1,0.3,1.4,0.3,0.4,0.8,42.6,57.4,0.15,3.5,2.7,6.2,1.8,0.9,1.8,5.7,9.8,8.4,8.4,26.5,0.7,0.9,2.6,2.3,1988,10.6,0.487,0.268,0.253,3.6,15.9,9.7,14.1,1.8,2.3,15.6,23.9,-2.8,1.1,-1.7,-0.04,-4.3,-0.5,-4.8,-1.4,6041520,0,2.5,5.2,47.3,0.5,1.4,36.8,0.5,1.2,41.3,0.9,2.8,32.7,0,0,0
Josh Okogie,MIN,2019,SG,20,74,32,42,23.7,109.6,110.6,-1,6.8,1.44,12.4,2.1,9.8,5.9,8.6,44.5,49.2,14.8,103.89,5.1,0,0.1,2.1,0.3,0.6,0.8,32.3,67.7,0.18,3,2.8,5.8,1.6,0.8,1.6,3,7.4,6.8,7.1,25.1,0.4,0.4,2.2,2.2,1757,9.4,0.492,0.423,0.319,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,-0.1,1.4,1.2,0.034,-2,0.4,-1.7,0.1,2163600,0,1.5,2.8,52.4,0.2,0.5,35.9,0.2,0.6,27.3,0.8,2.9,28,0,0,0
Josh Richardson,MIA,2019,SG,25,73,35,38,34.8,106.6,105.6,1,17.7,2.64,19.5,2,7.8,4.9,7.4,49.2,53.6,20.3,99.5,9.4,0.3,0.7,2.5,0.6,0.7,1.4,45.5,54.5,0.01,4,4,8.1,2.5,1.3,1.6,4.9,12.5,9.9,9.2,29.9,0.5,0.9,2.7,3.5,2539,14,0.536,0.448,0.225,2.3,8.8,5.5,17.9,1.5,1.2,9.1,20.9,3,2.6,5.6,0.106,1,-0.4,0.6,1.7,9367200,0,1.8,3.7,49.1,1.1,2.4,45.4,0.7,1.7,38.4,2.2,6.2,36,0,0,0
JR Smith,CLE,2019,SG,33,11,1,10,20.2,101.5,104.9,-3.4,13.3,1.91,18.3,0,8,3.9,9.6,41.8,44.4,17.6,101.9,5.1,0.2,0.4,1.3,0.3,0.5,0.7,37.5,62.5,0,0.9,1.9,2.8,1,0.5,0.5,1.3,8.2,6.4,5.6,20.2,0.3,0,1.7,0.9,222,7.8,0.444,0.494,0.127,0,9.4,4.5,13.8,2.5,1.2,11.7,18.6,-0.3,0.1,-0.2,-0.038,-3.5,-1.7,-5.2,-0.2,14720000,0,0.2,0.4,50,0.5,1.3,35.7,0.7,2,36.4,1.1,3.5,30.8,0,0,0
Jrue Holiday,NOP,2019,SG,29,67,30,37,35.8,113.5,109.1,4.4,30.8,2.47,25.9,3,9.9,6.5,10.5,52.3,55.5,25,104.13,12.7,0.6,1.6,3.1,0.7,0.8,1.5,48,52,0.03,4.2,4.5,8.6,2.9,1.5,2.6,11.2,13.5,10.1,10.5,36.8,0.8,1,2.2,3.6,2402,19.4,0.555,0.313,0.234,3.3,11,7.2,31.8,2.1,1.8,14.1,25.4,3.5,1.9,5.4,0.108,2.9,-0.1,2.8,2.9,26641111,0,4.8,8.2,59.2,1.2,2.7,45.4,0.4,1,34.8,1.7,5.4,32.3,0,0,0
Juancho Hernangomez,DEN,2019,PF,23,70,44,26,19.4,108.6,107.3,1.3,5.4,1.49,12.5,4.4,14.4,9.3,8.4,54.5,58,11.9,99.61,7.6,0.1,0.3,0.7,0.3,0.3,0.6,46.3,53.7,0.01,3.4,2.4,5.8,0.7,1.2,0.7,1.9,5.6,5.2,4.8,18.9,0.3,0.2,1.3,1.1,1358,11,0.58,0.576,0.274,5.1,16.1,10.6,5.3,1,1.6,9.5,12.2,1.6,1.4,3,0.105,-0.9,0,-0.9,0.4,2166360,0,1,1.7,55,0,0.1,33.3,0.1,0.1,57.1,1,2.6,36.5,0,0,0
Julian Washburn,MEM,2019,SF,27,18,7,11,14.1,102.9,105,-2,8.3,2,19.7,2.7,12.8,7.5,9.9,38.5,40.2,9.6,98.03,5.3,0,0,0.8,0.2,0.4,0.6,30,70,0,1.4,1.5,2.9,0.4,0.3,0.6,0.8,4.1,4.1,3.6,12.2,0.1,0.1,0.9,0.3,254,6.5,0.402,0.5,0.083,3.5,14.8,9.1,7.7,2.5,0.7,12.3,10,-0.2,0.3,0.1,0.023,-4.8,1.4,-3.4,-0.1,77250,0,0.3,0.5,62.5,0.2,0.4,42.9,0.2,0.5,33.3,0.3,1.4,21.7,0,0.1,0
Julius Randle,NOP,2019,PF,24,73,31,42,30.6,111.2,111.4,-0.2,15.8,1.1,13.2,6.9,19.8,13.4,12,55.5,60,27.3,104.48,13.7,1.4,3.3,1.1,0.5,0.7,1.2,44.2,55.8,0.03,6,3.8,9.7,3.1,3.2,2.3,13.2,11.7,8.6,9.7,32.3,0.6,1.2,3.4,5,2232,21,0.6,0.179,0.447,7.6,21.6,14.7,15.8,1.1,1.6,13.8,27.8,4.2,1.9,6.1,0.131,1.8,-0.4,1.4,1.9,8641000,0,6.1,10.1,60.5,0.6,1.6,38.5,0.2,0.6,33.3,0.9,2.7,34.4,0,0,0
Justin Anderson,ATL,2019,SF,25,48,17,31,9.7,101.9,107.6,-5.7,7.3,1,10.6,4.6,11.9,8.2,10.6,48.4,51.6,16.6,109.25,6.7,0,0,0.7,0.1,0.2,0.3,23.1,76.9,0.04,1.2,0.8,2,0.7,0.6,0.8,1.6,3.7,3.2,2.7,9.8,0.3,0.2,1,0.6,463,11.2,0.516,0.49,0.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,0.1,0.4,0.4,0.043,-2.6,-0.7,-3.2,-0.1,2516047,0,0.8,1.4,56.9,0.1,0.3,25,0,0.1,0,0.5,1.6,31.6,0,0,0
Justin Holiday,MEM,2019,SG,30,82,25,57,31.8,102.4,110.1,-7.7,8.4,1.4,13.7,1.7,10.3,6,9.7,49,52,15.3,99.6,6.8,0.2,0.5,2.3,0.3,0.7,1,32.9,67.1,0.01,3.7,3.7,7.3,1.9,0.8,1.8,2.3,11.3,8.6,10,30.5,0.4,0.4,2,1.4,2607,10,0.52,0.598,0.136,1.9,11.9,6.8,8.1,2.3,1.2,11.2,15.7,-0.4,2.5,2.1,0.038,-1.3,0.6,-0.8,0.8,4500000,0,1,2,51.2,0.3,0.8,36.5,0.4,1,35.7,2,5.6,35.1,0,0,0
Justin Jackson,DAL,2019,SF,24,81,36,45,19.9,107.3,108.3,-0.9,8.1,3.31,14.9,2.5,9.6,6,4.5,53.7,56.1,14.1,103.5,7.6,0.1,0.3,0.4,0.2,0.5,0.7,32.7,67.3,0.01,2.6,2.1,4.6,1.1,1,1.4,2.6,6,5.7,6,20.6,0.2,0.1,1.2,0.9,1083,10.1,0.546,0.539,0.169,2.3,11.8,6.9,8,1,1,6.5,12.9,1,0.6,1.6,0.072,-0.9,-0.7,-1.6,0.1,2807880,0,1.1,1.6,68.5,0.4,1.1,37.5,0.1,0.3,36.4,1.1,3,35.8,0,0,0
Justin Patton,PHI,2019,C,22,3,2,1,6.9,89.4,102.3,-12.9,25,0,27.3,6.5,17.4,11.1,0,28.6,31.7,14,106.02,5.1,0.3,0.7,0.7,0,0.3,0.3,0,100,0,2.3,0.3,2.7,0,0,0,1.3,1.3,2,3,6.7,0,0,1.7,0.3,21,10.5,0.317,0.286,0.286,10.4,19.6,15.1,18.7,4.5,0,0,15.7,0,0,0,0.079,-2.3,2.1,-0.2,0,2667600,0,0.7,1.3,50,0,0.3,0,0,0,0,0,0.7,0,0,0,0
Justise Winslow,MIA,2019,SF,23,66,30,36,29.7,107.6,104.2,3.4,21.3,1.99,22.8,3.1,14.1,8.6,11.5,49.7,51.3,20.6,99.61,9.7,0.2,0.7,1.6,0.6,0.7,1.3,43.7,56.3,0.08,3.7,3,6.7,1.5,1.1,1.5,5.7,10.6,7.9,7.9,25.6,0.3,0.7,2.7,1.9,1959,12.8,0.513,0.342,0.183,3.4,15.9,9.6,21.9,1.8,0.9,14.9,20.8,0.2,2.6,2.8,0.067,-1.1,1,-0.1,1,3448926,0,2.5,4.9,52,0.6,1.9,33.1,0.3,0.7,41.7,1.5,3.8,37.8,0,0,0
Jusuf Nurkic,POR,2019,C,24,72,45,27,27.4,117,106.5,10.5,16.8,1.39,16.8,11.9,24.1,18.1,12.1,51,57,24.1,101.57,14.6,5,11.7,1.8,0.5,0.7,1.1,41.3,58.8,0,10.9,1.9,12.8,1.9,3.6,0.6,10.3,7.4,7.3,7.4,27,1.4,0.9,3.5,4.3,1974,23.4,0.57,0.035,0.442,13.4,26.7,20.2,17.9,1.7,4.2,14.6,24.7,4.4,3.3,7.8,0.189,1.6,3.6,5.1,3.5,11111111,0,4.9,9,55.1,0.4,1,37,0.5,1.1,43.6,0,0.4,10.3,0,0,0
Kadeem Allen,NYK,2019,SG,26,19,3,16,21.9,107.1,111.3,-4.1,27.7,2.92,28.6,1.9,10,6,9.8,52.1,57.4,19.5,100.44,10.1,0.2,0.5,1.5,0.4,0.5,0.9,47.1,52.9,0.11,2,1.7,3.8,1.4,1.2,0.4,4.1,6.9,6.2,5.1,20.7,0.2,0.3,2.4,2.4,416,16.2,0.574,0.255,0.383,2,11.1,6.4,28.7,1.9,0.8,13.6,19.6,0.7,0.2,1,0.111,0.5,-1.6,-1.1,0.1,77250,0,1.7,2.8,62.3,0.6,2.3,27.9,0.2,0.5,33.3,0.9,1.8,48.6,0,0.1,0
Kalin Lucas,DET,2019,PG,30,1,0,1,5.6,50,75,-25,50,0,33.3,0,50,23.1,0,0,53.2,15.4,103.16,47.1,0,0,0,0,2,2,0,100,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,1,6,16.6,0.532,1,2,0,56.7,27.3,20.8,0,0,0,13.5,0,0,0,0.238,-1,0.5,-0.6,0,648008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Karl-Anthony Towns,MIN,2019,C,23,77,34,43,33,112.2,111.3,0.9,16.9,1.08,13,9.7,25.7,17.6,12,57.2,62.2,28,101.05,17.7,2.4,5.3,1.6,0.7,0.7,1.4,47.2,52.8,0.04,11.7,3.1,14.7,3.7,4.5,0.7,12.1,10.8,10.4,9.2,33.7,1.6,1,3.8,5.8,2545,26.3,0.622,0.27,0.342,10.9,29.3,20,17.2,1.3,4.2,13.7,28.9,7.2,3.2,10.4,0.197,4.8,2,6.8,5.7,7839435,1,5.7,9.2,61.4,0.8,1.9,42.3,0.5,1.3,40.6,1.8,4.6,39.9,0,0,0
Kawhi Leonard,TOR,2019,SF,28,60,41,19,34,115.6,107.7,7.9,15.9,1.64,12.2,3.9,16.5,10.6,7.4,54.6,60.6,30,100.33,17.2,0.2,0.4,3.2,0.7,1,1.7,40.6,59.4,0,3.7,3.4,7.1,4.2,2.3,3.9,9.9,9.7,9.3,8.2,33.2,0.4,0.8,1.5,6,2040,25.8,0.606,0.267,0.377,4.2,18.6,11.6,16.4,2.5,1,8.4,30.3,6.1,3.4,9.5,0.224,4.3,0.7,5,3.6,23114066,1,4.1,6.5,62.8,2.2,4.5,47.8,1.2,2.8,44.3,1.9,5,37.1,0,0,0
Keita Bates-Diop,MIN,2019,SF,23,30,10,20,16.8,107.1,112.2,-5.1,4.7,1.21,9.1,2.9,12.9,7.7,7.5,46.8,48.9,14,100.84,6.5,0,0.1,1.1,0.1,0.2,0.4,36.4,63.6,0,3.2,2.1,5.3,1.2,0.6,1,2.9,4.5,5.2,4.2,18.3,0.5,0.2,1,0.6,503,9.6,0.489,0.366,0.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,0,0.4,0.3,0.032,-3.2,0,-3.1,-0.1,838464,0,1.4,2.1,65.1,0.1,0.5,20,0.1,0.4,25,0.4,1.7,25.5,0,0.1,0
Kelly Olynyk,MIA,2019,PF,28,79,39,40,22.9,107.9,106,1.9,11.3,1.23,15.7,3.8,16,9.9,12.8,56.3,61,17.5,99.51,10.2,0.9,2.2,1.5,0.3,0.3,0.7,48.1,51.9,0.19,4.2,2.7,6.9,1.4,1.1,0.7,3.4,8.2,6.6,5.9,19.5,0.5,0.3,2.3,2.5,1812,14.4,0.61,0.566,0.328,4.2,17.8,11,11.4,1.4,1.8,15,18,2.3,2.5,4.7,0.126,0.3,0.8,1.1,1.4,13537527,0,1.6,2.4,66.8,0.2,0.4,38.7,0.1,0.3,33.3,1.4,4,35.5,0,0,0
Kelly Oubre Jr.,PHX,2019,SF,23,69,21,48,28,107.2,113.3,-6,6.7,0.82,7.4,3.5,12.6,8,9.1,51,55.1,22.3,103.95,9.4,0.1,0.3,3,0.4,0.5,0.8,44.6,55.4,0.1,3.8,2.6,6.4,2.9,1.9,2.8,7,10.8,9.3,9.2,29.7,0.9,1,2.6,3.2,1180,16.4,0.555,0.384,0.296,4.3,14.2,9.2,8.7,2.3,2.8,10.7,24.7,0.5,0.8,1.3,0.054,-0.4,-0.8,-1.2,0.2,3208630,0,3.2,5.9,54.8,0.4,1,42.9,0.2,0.4,51.7,1.6,4.9,31.8,0,0,50
Kemba Walker,CHA,2019,PG,29,82,39,43,34.9,112.1,111.8,0.4,28.7,2.29,18.9,1.7,10.6,6,8.2,51.1,55.8,30.8,99.38,14,0.3,0.8,1.9,0.6,1.1,1.6,33.8,66.2,0.33,3.4,3.8,7.2,3.3,1.7,2.9,8.4,10,9.4,9.8,34.9,0.4,1.5,1.6,5.1,2863,21.7,0.558,0.434,0.267,1.9,11.9,6.8,29.4,1.7,1,10.1,31.5,5.5,1.9,7.4,0.123,5.1,-1.7,3.3,3.9,1.20E+07,1,3.5,6.9,51,1.2,2.5,47.8,1,2.2,46.3,3.2,8.8,35.9,0,0.1,10
Kenneth Faried,HOU,2019,C,29,37,21,16,19.7,113.7,109.7,4,4.3,0.61,5.5,12.3,21,16.4,9.1,60.4,62.2,19.4,101.91,12.4,1.5,3.4,0.8,0.3,0.4,0.8,46.4,53.6,0.27,4.1,2.4,6.5,2,2.5,0.7,7.7,6.5,5.6,5.3,21.7,0.6,0.5,2.2,2.1,728,21.6,0.622,0.094,0.374,14.4,23.4,18.8,4.6,1.1,2.7,9.7,20.3,2.1,0.9,2.9,0.193,-0.2,-1,-1.2,0.2,14242782,0,3.8,6.2,61.4,0.2,0.3,66.7,0.1,0.1,66.7,0.2,0.6,34.8,0,0.1,0
Kenrich Williams,NOP,2019,SF,24,46,17,29,23.5,107.8,111.6,-3.8,9.4,2.31,20.4,4.6,14.5,9.4,8.9,47.7,48.5,11.9,105.77,6.2,0.2,0.6,1.7,0.4,0.6,1,41.3,58.7,0.17,3.6,2.5,6.1,0.9,0.5,1.4,2.3,9.2,7,8.7,27.2,0.4,0.4,2.1,1,1079,9.7,0.485,0.559,0.068,5.4,15.5,10.5,9.5,1.9,1.4,11.1,12.3,0.3,0.9,1.2,0.053,-1.2,0.9,-0.3,0.5,838464,0,1.1,2,53.3,0.1,0.3,18.8,0.1,0.4,18.8,1.1,3.3,33.6,0,0.1,33.3
Kent Bazemore,ATL,2019,SG,29,67,24,43,24.5,102.5,110.2,-7.7,14.4,1.26,14.6,2,12.6,7.2,11.7,47.2,50.7,21.5,106.15,8.3,0.2,0.4,2.1,0.6,0.8,1.4,44,56,0.09,3.2,2.1,5.2,2.6,1.2,2.3,4.2,10.3,7.9,7.2,23.9,0.6,0.5,2.5,2.2,1643,11.9,0.507,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22,-0.7,1.4,0.7,0.021,-2.2,0,-2.2,-0.1,18089888,0,1.9,3.7,51.4,0.3,1.1,29.6,0.5,1,46.4,1.4,4.4,32.4,0,0.1,0
Kentavious Caldwell-Pope,LAL,2019,SG,26,82,37,45,24.8,106.3,110.1,-3.7,7.7,1.69,11.2,2.2,8.8,5.5,6.6,53,56.8,17.5,104.26,8.3,0.2,0.4,1.3,0.4,0.6,1,42,58,0.06,1.2,2,3.3,2.1,0.9,2.7,2.8,10,7.8,7.4,26.4,0.2,0.2,1.7,1.8,2035,12.9,0.568,0.575,0.209,2.5,9.4,6,7.5,1.7,0.5,7.3,18.1,2.3,1.8,4,0.095,0.6,-1.2,-0.6,0.7,1.20E+07,0,1.3,2.1,61.4,0.3,0.8,42.2,0.5,1.1,48.3,1.8,5.3,34.9,0,0,0
Kevin Durant,GSW,2019,SF,30,78,54,24,34.6,118.7,107.3,11.4,25.1,2.03,20,1.3,15.3,8.8,9.8,57.1,63.1,28.3,103.33,16.2,0.8,2,1.5,0.5,0.5,1,46.7,53.3,0.04,4.2,3.6,7.8,3.6,1.9,4.6,8.5,12.2,10.1,10.8,33.2,1.1,0.5,2,4.9,2702,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1,2.6,12.3,29,8.6,2.9,11.5,0.204,4.2,0.1,4.3,4.3,3.00E+07,1,3.2,4.6,68.9,2.5,4.8,52.5,1.8,3.3,53.5,1.8,5,35.3,0,0,0
Kevin Huerter,ATL,2019,SG,20,75,27,48,27.3,109.3,111.6,-2.2,13.9,1.96,21.3,2.7,8.7,5.6,10.9,52.2,53.3,15.3,105.58,6.5,0.1,0.3,1.6,0.5,0.6,1.1,44.4,55.6,0,3,2.8,5.8,1.8,0.9,1.5,3.4,11.6,7.7,9.9,29.1,0.3,0.4,2.1,0.8,2048,10.1,0.533,0.537,0.085,3,9.7,6.3,14.5,1.5,1.1,13.8,15.7,0.7,0.7,1.5,0.034,-0.9,-1,-1.9,0.1,2250960,0,1.3,2.7,50.5,0.4,1.1,34.9,0.1,0.3,45.5,1.8,4.7,38.6,0,0,0
Kevin Knox II,NYK,2019,PF,19,75,15,60,28.8,101.4,115.1,-13.6,6,0.72,6.8,2.5,12,7.1,9.4,43.8,47.5,21.9,101.88,5.5,0.3,0.6,0.8,0.4,0.5,0.9,45.5,54.5,0,3.4,3.5,6.8,1.9,1.1,1.9,4.6,9.9,8.8,7.3,30.6,0.3,0.8,2.3,2.3,2158,8.7,0.475,0.398,0.247,2.9,13.6,8.1,6,1,0.9,10.1,22.3,-2.2,0.9,-1.3,-0.03,-3.6,-2.4,-6,-2.2,3744840,0,1.8,4,44.5,0.6,1.8,36.1,0.4,1.6,27.5,1.7,4.8,34.3,0,0,0
